Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-54mp,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,sentence,label,TriggerWord,Label
787,1594143888198,07/07/2020 17:44:48,1594143888117,-4,07/07/2020 13:44:48,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,22,57,1,Fixation,fixation,fixation,333.73099999997066,null,,null,,0,1,0,,,false,1,1,Trial,The|gracious|hostess|introduced|herself|to|the|guests.,F.GR.C.38,5,
788,1594143888453,07/07/2020 17:44:48,1594143888381,-4,07/07/2020 13:44:48,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,22,57,2,ReadingPres,Zone1,reading,250.23300000000745,null,,The,1,0,1,0,,,false,1,1,Trial,The|gracious|hostess|introduced|herself|to|the|guests.,F.GR.C.38,5,
789,1594143888701,07/07/2020 17:44:48,1594143888642,-4,07/07/2020 13:44:48,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,22,57,2,ReadingPres,Zone1,reading,267.09499999997206,null,,gracious,2,0,1,0,,,false,1,1,Trial,The|gracious|hostess|introduced|herself|to|the|guests.,F.GR.C.38,5,
790,1594143888936,07/07/2020 17:44:48,1594143888868,-4,07/07/2020 13:44:48,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,22,57,2,ReadingPres,Zone1,reading,233.4550000000163,null,,hostess,3,0,1,0,,,false,1,1,Trial,The|gracious|hostess|introduced|herself|to|the|guests.,F.GR.C.38,5,
791,1594143889154,07/07/2020 17:44:49,1594143889086,-4,07/07/2020 13:44:49,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,22,57,2,ReadingPres,Zone1,reading,216.92599999997765,null,,introduced,4,0,1,0,,,false,1,1,Trial,The|gracious|hostess|introduced|herself|to|the|guests.,F.GR.C.38,5,
792,1594143889530,07/07/2020 17:44:49,1594143889311,-4,07/07/2020 13:44:49,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,22,57,2,ReadingPres,Zone1,reading,216.89100000000326,null,,herself,5,0,1,0,,,false,1,1,Trial,The|gracious|hostess|introduced|herself|to|the|guests.,F.GR.C.38,5,
793,1594143889670,07/07/2020 17:44:49,1594143889569,-4,07/07/2020 13:44:49,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,22,57,2,ReadingPres,Zone1,reading,250.26700000005076,null,,to,6,0,1,0,,,false,1,1,Trial,The|gracious|hostess|introduced|herself|to|the|guests.,F.GR.C.38,5,
794,1594143889873,07/07/2020 17:44:49,1594143889806,-4,07/07/2020 13:44:49,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,22,57,2,ReadingPres,Zone1,reading,250.2939999999944,null,,the,7,0,1,0,,,false,1,1,Trial,The|gracious|hostess|introduced|herself|to|the|guests.,F.GR.C.38,5,
795,1594143890139,07/07/2020 17:44:50,1594143890064,-4,07/07/2020 13:44:50,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,22,57,2,ReadingPres,Zone1,reading,250.27899999998044,null,,guests.,8,0,1,0,,,false,1,1,Trial,The|gracious|hostess|introduced|herself|to|the|guests.,F.GR.C.38,5,
796,1594143890296,07/07/2020 17:44:50,1594143890066,-4,07/07/2020 13:44:50,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,22,57,2,ReadingPres,Zone1,reading,1935.4400000000023,null,,Content End,,0,1,0,,,true,1,1,Trial,The|gracious|hostess|introduced|herself|to|the|guests.,F.GR.C.38,5,
797,1594143890874,07/07/2020 17:44:50,1594143890805,-4,07/07/2020 13:44:50,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,22,57,3,BlankScreen,Zone1,fixation,750.835000000021,null,,null,,0,1,0,,,false,1,1,Trial,The|gracious|hostess|introduced|herself|to|the|guests.,F.GR.C.38,5,
798,1594143891155,07/07/2020 17:44:51,1594143891062,-4,07/07/2020 13:44:51,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,22,57,4,JudgmentResponse,Zone5,response_keyboard_single,246.35500001022592,null,,4,1,0,1,0,,,false,1,1,Trial,The|gracious|hostess|introduced|herself|to|the|guests.,F.GR.C.38,5,
799,1594143891452,07/07/2020 17:44:51,1594143891387,-4,07/07/2020 13:44:51,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,4,58,1,Fixation,fixation,fixation,333.68900000001304,null,,null,,0,1,0,,,false,1,1,Trial,The|theory|that|six|biologists|are|resourceful|is|well|documented.,T.CP.W.73,3,
800,1594143891811,07/07/2020 17:44:51,1594143891635,-4,07/07/2020 13:44:51,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,4,58,2,ReadingPres,Zone1,reading,233.60899999999674,null,,The,1,0,1,0,,,false,1,1,Trial,The|theory|that|six|biologists|are|resourceful|is|well|documented.,T.CP.W.73,3,
801,1594143891952,07/07/2020 17:44:51,1594143891851,-4,07/07/2020 13:44:51,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,4,58,2,ReadingPres,Zone1,reading,216.89600000000792,null,,theory,2,0,1,0,,,false,1,1,Trial,The|theory|that|six|biologists|are|resourceful|is|well|documented.,T.CP.W.73,3,
802,1594143892311,07/07/2020 17:44:52,1594143892100,-4,07/07/2020 13:44:52,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,4,58,2,ReadingPres,Zone1,reading,250.26499999995576,null,,that,3,0,1,0,,,false,1,1,Trial,The|theory|that|six|biologists|are|resourceful|is|well|documented.,T.CP.W.73,3,
803,1594143892483,07/07/2020 17:44:52,1594143892348,-4,07/07/2020 13:44:52,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,4,58,2,ReadingPres,Zone1,reading,250.30300000001444,null,,six,4,0,1,0,,,false,1,1,Trial,The|theory|that|six|biologists|are|resourceful|is|well|documented.,T.CP.W.73,3,
804,1594143892639,07/07/2020 17:44:52,1594143892573,-4,07/07/2020 13:44:52,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,4,58,2,ReadingPres,Zone1,reading,233.57500000001164,null,,biologists,5,0,1,0,,,false,1,1,Trial,The|theory|that|six|biologists|are|resourceful|is|well|documented.,T.CP.W.73,3,
805,1594143892877,07/07/2020 17:44:52,1594143892811,-4,07/07/2020 13:44:52,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,4,58,2,ReadingPres,Zone1,reading,233.6229999999632,null,,are,6,0,1,0,,,false,1,1,Trial,The|theory|that|six|biologists|are|resourceful|is|well|documented.,T.CP.W.73,3,
806,1594143893127,07/07/2020 17:44:53,1594143893045,-4,07/07/2020 13:44:53,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,4,58,2,ReadingPres,Zone1,reading,233.56600000004983,null,,resourceful,7,0,1,0,,,false,1,1,Trial,The|theory|that|six|biologists|are|resourceful|is|well|documented.,T.CP.W.73,3,
807,1594143893342,07/07/2020 17:44:53,1594143893276,-4,07/07/2020 13:44:53,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,4,58,2,ReadingPres,Zone1,reading,233.57699999999022,null,,is,8,0,1,0,,,false,1,1,Trial,The|theory|that|six|biologists|are|resourceful|is|well|documented.,T.CP.W.73,3,
808,1594143893702,07/07/2020 17:44:53,1594143893523,-4,07/07/2020 13:44:53,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,4,58,2,ReadingPres,Zone1,reading,233.72299999999814,null,,well,9,0,1,0,,,false,1,1,Trial,The|theory|that|six|biologists|are|resourceful|is|well|documented.,T.CP.W.73,3,
809,1594143894061,07/07/2020 17:44:54,1594143893763,-4,07/07/2020 13:44:53,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,4,58,2,ReadingPres,Zone1,reading,250.15299999999115,null,,documented.,10,0,1,0,,,false,1,1,Trial,The|theory|that|six|biologists|are|resourceful|is|well|documented.,T.CP.W.73,3,
810,1594143894061,07/07/2020 17:44:54,1594143893764,-4,07/07/2020 13:44:53,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,4,58,2,ReadingPres,Zone1,reading,2369.289999999979,null,,Content End,,0,1,0,,,true,1,1,Trial,The|theory|that|six|biologists|are|resourceful|is|well|documented.,T.CP.W.73,3,
811,1594143894577,07/07/2020 17:44:54,1594143894508,-4,07/07/2020 13:44:54,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,4,58,3,BlankScreen,Zone1,fixation,750.8300000000163,null,,null,,0,1,0,,,false,1,1,Trial,The|theory|that|six|biologists|are|resourceful|is|well|documented.,T.CP.W.73,3,
812,1594143894889,07/07/2020 17:44:54,1594143894816,-4,07/07/2020 13:44:54,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,4,58,4,JudgmentResponse,Zone5,response_keyboard_single,297.83999995561317,null,,4,1,0,1,0,,,false,1,1,Trial,The|theory|that|six|biologists|are|resourceful|is|well|documented.,T.CP.W.73,3,
813,1594143895236,07/07/2020 17:44:55,1594143895158,-4,07/07/2020 13:44:55,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,27,59,1,Fixation,fixation,fixation,350.3859999999986,null,,null,,0,1,0,,,false,1,1,Trial,The|grateful|niece|asked|himself|how|she|could|repay|her|aunt.,F.GR.I.48,5,
814,1594143895393,07/07/2020 17:44:55,1594143895309,-4,07/07/2020 13:44:55,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,27,59,2,ReadingPres,Zone1,reading,150.21000000002095,null,,The,1,0,1,0,,,false,1,1,Trial,The|grateful|niece|asked|himself|how|she|could|repay|her|aunt.,F.GR.I.48,5,
815,1594143895565,07/07/2020 17:44:55,1594143895458,-4,07/07/2020 13:44:55,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,27,59,2,ReadingPres,Zone1,reading,150.14199999999255,null,,grateful,2,0,1,0,,,false,1,1,Trial,The|grateful|niece|asked|himself|how|she|could|repay|her|aunt.,F.GR.I.48,5,
816,1594143895721,07/07/2020 17:44:55,1594143895640,-4,07/07/2020 13:44:55,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,27,59,2,ReadingPres,Zone1,reading,166.83499999996275,null,,niece,3,0,1,0,,,false,1,1,Trial,The|grateful|niece|asked|himself|how|she|could|repay|her|aunt.,F.GR.I.48,5,
817,1594143895939,07/07/2020 17:44:55,1594143895870,-4,07/07/2020 13:44:55,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,27,59,2,ReadingPres,Zone1,reading,233.57800000003772,null,,asked,4,0,1,0,,,false,1,1,Trial,The|grateful|niece|asked|himself|how|she|could|repay|her|aunt.,F.GR.I.48,5,
818,1594143896208,07/07/2020 17:44:56,1594143896133,-4,07/07/2020 13:44:56,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,27,59,2,ReadingPres,Zone1,reading,266.9629999999888,null,,himself,5,0,1,0,,,false,1,1,Trial,The|grateful|niece|asked|himself|how|she|could|repay|her|aunt.,F.GR.I.48,5,
819,1594143896802,07/07/2020 17:44:56,1594143896732,-4,07/07/2020 13:44:56,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,27,59,2,ReadingPres,Zone1,reading,600.8819999999832,null,,how,6,0,1,0,,,false,1,1,Trial,The|grateful|niece|asked|himself|how|she|could|repay|her|aunt.,F.GR.I.48,5,
820,1594143896990,07/07/2020 17:44:56,1594143896911,-4,07/07/2020 13:44:56,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,27,59,2,ReadingPres,Zone1,reading,183.53700000001118,null,,she,7,0,1,0,,,false,1,1,Trial,The|grateful|niece|asked|himself|how|she|could|repay|her|aunt.,F.GR.I.48,5,
821,1594143897162,07/07/2020 17:44:57,1594143897069,-4,07/07/2020 13:44:57,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,27,59,2,ReadingPres,Zone1,reading,150.28700000001118,null,,could,8,0,1,0,,,false,1,1,Trial,The|grateful|niece|asked|himself|how|she|could|repay|her|aunt.,F.GR.I.48,5,
822,1594143897335,07/07/2020 17:44:57,1594143897232,-4,07/07/2020 13:44:57,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,27,59,2,ReadingPres,Zone1,reading,166.8619999999646,null,,repay,9,0,1,0,,,false,1,1,Trial,The|grateful|niece|asked|himself|how|she|could|repay|her|aunt.,F.GR.I.48,5,
823,1594143897647,07/07/2020 17:44:57,1594143897570,-4,07/07/2020 13:44:57,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,27,59,2,ReadingPres,Zone1,reading,333.3610000000335,null,,her,10,0,1,0,,,false,1,1,Trial,The|grateful|niece|asked|himself|how|she|could|repay|her|aunt.,F.GR.I.48,5,
824,1594143897855,07/07/2020 17:44:57,1594143897778,-4,07/07/2020 13:44:57,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,27,59,2,ReadingPres,Zone1,reading,200.28200000000652,null,,aunt.,11,0,1,0,,,false,1,1,Trial,The|grateful|niece|asked|himself|how|she|could|repay|her|aunt.,F.GR.I.48,5,
825,1594143897995,07/07/2020 17:44:57,1594143897779,-4,07/07/2020 13:44:57,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,27,59,2,ReadingPres,Zone1,reading,2602.939000000013,null,,Content End,,0,1,0,,,true,1,1,Trial,The|grateful|niece|asked|himself|how|she|could|repay|her|aunt.,F.GR.I.48,5,
826,1594143898588,07/07/2020 17:44:58,1594143898512,-4,07/07/2020 13:44:58,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,27,59,3,BlankScreen,Zone1,fixation,750.7829999999958,null,,null,,0,1,0,,,false,1,1,Trial,The|grateful|niece|asked|himself|how|she|could|repay|her|aunt.,F.GR.I.48,5,
827,1594143898745,07/07/2020 17:44:58,1594143898655,-4,07/07/2020 13:44:58,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,27,59,4,JudgmentResponse,Zone2,response_keyboard_single,134.3650000053458,null,,1,1,0,1,0,,,false,1,1,Trial,The|grateful|niece|asked|himself|how|she|could|repay|her|aunt.,F.GR.I.48,5,
828,1594143899104,07/07/2020 17:44:59,1594143898998,-4,07/07/2020 13:44:58,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,11,60,1,Fixation,fixation,fixation,350.77700000000186,null,,null,,0,1,0,,,false,1,1,Trial,The|windows|get|closed|by|the|staff|before|the|storm.,C.SVA.G.77,3,
829,1594143899280,07/07/2020 17:44:59,1594143899183,-4,07/07/2020 13:44:59,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,11,60,2,ReadingPres,Zone1,reading,183.1469999999972,null,,The,1,0,1,0,,,false,1,1,Trial,The|windows|get|closed|by|the|staff|before|the|storm.,C.SVA.G.77,3,
830,1594143899448,07/07/2020 17:44:59,1594143899373,-4,07/07/2020 13:44:59,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,11,60,2,ReadingPres,Zone1,reading,183.5669999999809,null,,windows,2,0,1,0,,,false,1,1,Trial,The|windows|get|closed|by|the|staff|before|the|storm.,C.SVA.G.77,3,
831,1594143899652,07/07/2020 17:44:59,1594143899586,-4,07/07/2020 13:44:59,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,11,60,2,ReadingPres,Zone1,reading,216.90400000003865,null,,get,3,0,1,0,,,false,1,1,Trial,The|windows|get|closed|by|the|staff|before|the|storm.,C.SVA.G.77,3,
832,1594143899933,07/07/2020 17:44:59,1594143899839,-4,07/07/2020 13:44:59,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,11,60,2,ReadingPres,Zone1,reading,250.27700000000186,null,,closed,4,0,1,0,,,false,1,1,Trial,The|windows|get|closed|by|the|staff|before|the|storm.,C.SVA.G.77,3,
833,1594143900135,07/07/2020 17:45:00,1594143900063,-4,07/07/2020 13:45:00,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,11,60,2,ReadingPres,Zone1,reading,216.90099999995437,null,,by,5,0,1,0,,,false,1,1,Trial,The|windows|get|closed|by|the|staff|before|the|storm.,C.SVA.G.77,3,
834,1594143900370,07/07/2020 17:45:00,1594143900296,-4,07/07/2020 13:45:00,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,11,60,2,ReadingPres,Zone1,reading,233.56700000003912,null,,the,6,0,1,0,,,false,1,1,Trial,The|windows|get|closed|by|the|staff|before|the|storm.,C.SVA.G.77,3,
835,1594143900620,07/07/2020 17:45:00,1594143900534,-4,07/07/2020 13:45:00,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,11,60,2,ReadingPres,Zone1,reading,250.26600000000326,null,,staff,7,0,1,0,,,false,1,1,Trial,The|windows|get|closed|by|the|staff|before|the|storm.,C.SVA.G.77,3,
836,1594143901072,07/07/2020 17:45:01,1594143900751,-4,07/07/2020 13:45:00,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,11,60,2,ReadingPres,Zone1,reading,216.9089999999851,null,,before,8,0,1,0,,,false,1,1,Trial,The|windows|get|closed|by|the|staff|before|the|storm.,C.SVA.G.77,3,
837,1594143901072,07/07/2020 17:45:01,1594143900961,-4,07/07/2020 13:45:00,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,11,60,2,ReadingPres,Zone1,reading,200.2139999999781,null,,the,9,0,1,0,,,false,1,1,Trial,The|windows|get|closed|by|the|staff|before|the|storm.,C.SVA.G.77,3,
838,1594143901432,07/07/2020 17:45:01,1594143901148,-4,07/07/2020 13:45:01,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,11,60,2,ReadingPres,Zone1,reading,183.52799999999115,null,,storm.,10,0,1,0,,,false,1,1,Trial,The|windows|get|closed|by|the|staff|before|the|storm.,C.SVA.G.77,3,
839,1594143901432,07/07/2020 17:45:01,1594143901148,-4,07/07/2020 13:45:01,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,11,60,2,ReadingPres,Zone1,reading,2135.2799999999697,null,,Content End,,0,1,0,,,true,1,1,Trial,The|windows|get|closed|by|the|staff|before|the|storm.,C.SVA.G.77,3,
840,1594143901947,07/07/2020 17:45:01,1594143901883,-4,07/07/2020 13:45:01,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,11,60,3,BlankScreen,Zone1,fixation,750.8400000000256,null,,null,,0,1,0,,,false,1,1,Trial,The|windows|get|closed|by|the|staff|before|the|storm.,C.SVA.G.77,3,
841,1594143902120,07/07/2020 17:45:02,1594143901896,-4,07/07/2020 13:45:01,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,11,60,4,JudgmentResponse,Zone5,response_keyboard_single,2.100000041536987,null,,4,1,0,1,0,,,false,1,1,Trial,The|windows|get|closed|by|the|staff|before|the|storm.,C.SVA.G.77,3,
842,1594143902292,07/07/2020 17:45:02,1594143902215,-4,07/07/2020 13:45:02,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,16,61,1,Fixation,fixation,fixation,333.70000000001164,null,,null,,0,1,0,,,false,1,1,Trial,The|boy|swallowed|the|medicine|while|he|held|his|nose.,F.SS.C.11,5,
843,1594143902542,07/07/2020 17:45:02,1594143902468,-4,07/07/2020 13:45:02,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,16,61,2,ReadingPres,Zone1,reading,250.2609999999986,null,,The,1,0,1,0,,,false,1,1,Trial,The|boy|swallowed|the|medicine|while|he|held|his|nose.,F.SS.C.11,5,
844,1594143902730,07/07/2020 17:45:02,1594143902661,-4,07/07/2020 13:45:02,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,16,61,2,ReadingPres,Zone1,reading,183.53999999997905,null,,boy,2,0,1,0,,,false,1,1,Trial,The|boy|swallowed|the|medicine|while|he|held|his|nose.,F.SS.C.11,5,
845,1594143902948,07/07/2020 17:45:02,1594143902882,-4,07/07/2020 13:45:02,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,16,61,2,ReadingPres,Zone1,reading,216.91499999997905,null,,swallowed,3,0,1,0,,,false,1,1,Trial,The|boy|swallowed|the|medicine|while|he|held|his|nose.,F.SS.C.11,5,
846,1594143903198,07/07/2020 17:45:03,1594143903118,-4,07/07/2020 13:45:03,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,16,61,2,ReadingPres,Zone1,reading,250.27500000002328,null,,the,4,0,1,0,,,false,1,1,Trial,The|boy|swallowed|the|medicine|while|he|held|his|nose.,F.SS.C.11,5,
847,1594143903447,07/07/2020 17:45:03,1594143903358,-4,07/07/2020 13:45:03,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,16,61,2,ReadingPres,Zone1,reading,233.59500000003027,null,,medicine,5,0,1,0,,,false,1,1,Trial,The|boy|swallowed|the|medicine|while|he|held|his|nose.,F.SS.C.11,5,
