Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-54mp,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,sentence,label,TriggerWord,Label
1524,1594144240967,07/07/2020 17:50:40,1594144240885,-4,07/07/2020 13:50:40,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,242,110,2,ReadingPres,Zone1,reading,216.89399999997113,null,,patriarch,3,0,1,0,,,false,9,9,Trial,The|overbearing|patriarch|found|herself|alone|and|unhappy.,F.GR.I.4,5,
1525,1594144241233,07/07/2020 17:50:41,1594144241151,-4,07/07/2020 13:50:41,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,242,110,2,ReadingPres,Zone1,reading,267.18900000001304,null,,found,4,0,1,0,,,false,9,9,Trial,The|overbearing|patriarch|found|herself|alone|and|unhappy.,F.GR.I.4,5,
1526,1594144241483,07/07/2020 17:50:41,1594144241417,-4,07/07/2020 13:50:41,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,242,110,2,ReadingPres,Zone1,reading,266.94799999997485,null,,herself,5,0,1,0,,,false,9,9,Trial,The|overbearing|patriarch|found|herself|alone|and|unhappy.,F.GR.I.4,5,
1527,1594144241764,07/07/2020 17:50:41,1594144241681,-4,07/07/2020 13:50:41,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,242,110,2,ReadingPres,Zone1,reading,266.9459999999963,null,,alone,6,0,1,0,,,false,9,9,Trial,The|overbearing|patriarch|found|herself|alone|and|unhappy.,F.GR.I.4,5,
1528,1594144241983,07/07/2020 17:50:41,1594144241900,-4,07/07/2020 13:50:41,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,242,110,2,ReadingPres,Zone1,reading,216.84799999999814,null,,and,7,0,1,0,,,false,9,9,Trial,The|overbearing|patriarch|found|herself|alone|and|unhappy.,F.GR.I.4,5,
1529,1594144242139,07/07/2020 17:50:42,1594144242071,-4,07/07/2020 13:50:42,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,242,110,2,ReadingPres,Zone1,reading,166.69799999997485,null,,unhappy.,8,0,1,0,,,false,9,9,Trial,The|overbearing|patriarch|found|herself|alone|and|unhappy.,F.GR.I.4,5,
1530,1594144242280,07/07/2020 17:50:42,1594144242074,-4,07/07/2020 13:50:42,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,242,110,2,ReadingPres,Zone1,reading,1935.5039999999572,null,,Content End,,0,1,0,,,true,9,9,Trial,The|overbearing|patriarch|found|herself|alone|and|unhappy.,F.GR.I.4,5,
1531,1594144242891,07/07/2020 17:50:42,1594144242808,-4,07/07/2020 13:50:42,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,242,110,3,BlankScreen,Zone1,fixation,751.063000000082,null,,null,,0,1,0,,,false,9,9,Trial,The|overbearing|patriarch|found|herself|alone|and|unhappy.,F.GR.I.4,5,
1532,1594144243079,07/07/2020 17:50:43,1594144242953,-4,07/07/2020 13:50:42,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,242,110,4,JudgmentResponse,Zone2,response_keyboard_single,132.92500004172325,null,,1,1,0,1,0,,,false,9,9,Trial,The|overbearing|patriarch|found|herself|alone|and|unhappy.,F.GR.I.4,5,
1533,1594144243407,07/07/2020 17:50:43,1594144243309,-4,07/07/2020 13:50:43,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,220,111,1,Fixation,fixation,fixation,367.1490000000922,null,,null,,0,1,0,,,false,9,9,Trial,The|impression|that|eight|chefs|are|talented|is|universally|shared.,T.CP.W.39,3,
1534,1594144243626,07/07/2020 17:50:43,1594144243548,-4,07/07/2020 13:50:43,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,220,111,2,ReadingPres,Zone1,reading,233.58699999994133,null,,The,1,0,1,0,,,false,9,9,Trial,The|impression|that|eight|chefs|are|talented|is|universally|shared.,T.CP.W.39,3,
1535,1594144243860,07/07/2020 17:50:43,1594144243775,-4,07/07/2020 13:50:43,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,220,111,2,ReadingPres,Zone1,reading,216.9220000000205,null,,impression,2,0,1,0,,,false,9,9,Trial,The|impression|that|eight|chefs|are|talented|is|universally|shared.,T.CP.W.39,3,
1536,1594144244079,07/07/2020 17:50:44,1594144244014,-4,07/07/2020 13:50:44,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,220,111,2,ReadingPres,Zone1,reading,250.2729999999283,null,,that,3,0,1,0,,,false,9,9,Trial,The|impression|that|eight|chefs|are|talented|is|universally|shared.,T.CP.W.39,3,
1537,1594144244329,07/07/2020 17:50:44,1594144244255,-4,07/07/2020 13:50:44,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,220,111,2,ReadingPres,Zone1,reading,233.58200000005309,null,,eight,4,0,1,0,,,false,9,9,Trial,The|impression|that|eight|chefs|are|talented|is|universally|shared.,T.CP.W.39,3,
1538,1594144244610,07/07/2020 17:50:44,1594144244524,-4,07/07/2020 13:50:44,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,220,111,2,ReadingPres,Zone1,reading,266.9749999999767,null,,chefs,5,0,1,0,,,false,9,9,Trial,The|impression|that|eight|chefs|are|talented|is|universally|shared.,T.CP.W.39,3,
1539,1594144244876,07/07/2020 17:50:44,1594144244788,-4,07/07/2020 13:50:44,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,220,111,2,ReadingPres,Zone1,reading,266.9420000000391,null,,are,6,0,1,0,,,false,9,9,Trial,The|impression|that|eight|chefs|are|talented|is|universally|shared.,T.CP.W.39,3,
1540,1594144245157,07/07/2020 17:50:45,1594144245069,-4,07/07/2020 13:50:45,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,220,111,2,ReadingPres,Zone1,reading,283.6380000000354,null,,talented,7,0,1,0,,,false,9,9,Trial,The|impression|that|eight|chefs|are|talented|is|universally|shared.,T.CP.W.39,3,
1541,1594144245391,07/07/2020 17:50:45,1594144245303,-4,07/07/2020 13:50:45,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,220,111,2,ReadingPres,Zone1,reading,233.59499999997206,null,,is,8,0,1,0,,,false,9,9,Trial,The|impression|that|eight|chefs|are|talented|is|universally|shared.,T.CP.W.39,3,
1542,1594144245595,07/07/2020 17:50:45,1594144245505,-4,07/07/2020 13:50:45,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,220,111,2,ReadingPres,Zone1,reading,200.16299999994226,null,,universally,9,0,1,0,,,false,9,9,Trial,The|impression|that|eight|chefs|are|talented|is|universally|shared.,T.CP.W.39,3,
1543,1594144245814,07/07/2020 17:50:45,1594144245718,-4,07/07/2020 13:50:45,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,220,111,2,ReadingPres,Zone1,reading,216.9780000000028,null,,shared.,10,0,1,0,,,false,9,9,Trial,The|impression|that|eight|chefs|are|talented|is|universally|shared.,T.CP.W.39,3,
1544,1594144245970,07/07/2020 17:50:45,1594144245721,-4,07/07/2020 13:50:45,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,220,111,2,ReadingPres,Zone1,reading,2402.6549999999115,null,,Content End,,0,1,0,,,true,9,9,Trial,The|impression|that|eight|chefs|are|talented|is|universally|shared.,T.CP.W.39,3,
1545,1594144246533,07/07/2020 17:50:46,1594144246463,-4,07/07/2020 13:50:46,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,220,111,3,BlankScreen,Zone1,fixation,750.7170000000624,null,,null,,0,1,0,,,false,9,9,Trial,The|impression|that|eight|chefs|are|talented|is|universally|shared.,T.CP.W.39,3,
1546,1594144246689,07/07/2020 17:50:46,1594144246588,-4,07/07/2020 13:50:46,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,220,111,4,JudgmentResponse,Zone5,response_keyboard_single,111.49500001920387,null,,4,1,0,1,0,,,false,9,9,Trial,The|impression|that|eight|chefs|are|talented|is|universally|shared.,T.CP.W.39,3,
1547,1594144247001,07/07/2020 17:50:47,1594144246929,-4,07/07/2020 13:50:46,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,240,112,1,Fixation,fixation,fixation,350.27800000004936,null,,null,,0,1,0,,,false,9,9,Trial,The|aspiring|showgirl|practiced|the|part|by|herself|before|the|show.,F.GR.C.55,8,
1548,1594144247220,07/07/2020 17:50:47,1594144247136,-4,07/07/2020 13:50:47,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,240,112,2,ReadingPres,Zone1,reading,200.08499999996275,null,,The,1,0,1,0,,,false,9,9,Trial,The|aspiring|showgirl|practiced|the|part|by|herself|before|the|show.,F.GR.C.55,8,
1549,1594144247454,07/07/2020 17:50:47,1594144247372,-4,07/07/2020 13:50:47,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,240,112,2,ReadingPres,Zone1,reading,233.83600000001024,null,,aspiring,2,0,1,0,,,false,9,9,Trial,The|aspiring|showgirl|practiced|the|part|by|herself|before|the|show.,F.GR.C.55,8,
1550,1594144247673,07/07/2020 17:50:47,1594144247602,-4,07/07/2020 13:50:47,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,240,112,2,ReadingPres,Zone1,reading,233.5100000000093,null,,showgirl,3,0,1,0,,,false,9,9,Trial,The|aspiring|showgirl|practiced|the|part|by|herself|before|the|show.,F.GR.C.55,8,
1551,1594144247970,07/07/2020 17:50:47,1594144247863,-4,07/07/2020 13:50:47,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,240,112,2,ReadingPres,Zone1,reading,250.38000000000466,null,,practiced,4,0,1,0,,,false,9,9,Trial,The|aspiring|showgirl|practiced|the|part|by|herself|before|the|show.,F.GR.C.55,8,
1552,1594144248251,07/07/2020 17:50:48,1594144248167,-4,07/07/2020 13:50:48,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,240,112,2,ReadingPres,Zone1,reading,316.82600000000093,null,,the,5,0,1,0,,,false,9,9,Trial,The|aspiring|showgirl|practiced|the|part|by|herself|before|the|show.,F.GR.C.55,8,
1553,1594144248611,07/07/2020 17:50:48,1594144248423,-4,07/07/2020 13:50:48,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,240,112,2,ReadingPres,Zone1,reading,250.2600000000093,null,,part,6,0,1,0,,,false,9,9,Trial,The|aspiring|showgirl|practiced|the|part|by|herself|before|the|show.,F.GR.C.55,8,
1554,1594144248751,07/07/2020 17:50:48,1594144248624,-4,07/07/2020 13:50:48,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,240,112,2,ReadingPres,Zone1,reading,200.43400000000838,null,,by,7,0,1,0,,,false,9,9,Trial,The|aspiring|showgirl|practiced|the|part|by|herself|before|the|show.,F.GR.C.55,8,
1555,1594144248923,07/07/2020 17:50:48,1594144248839,-4,07/07/2020 13:50:48,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,240,112,2,ReadingPres,Zone1,reading,216.88099999993574,null,,herself,8,0,1,0,,,false,9,9,Trial,The|aspiring|showgirl|practiced|the|part|by|herself|before|the|show.,F.GR.C.55,8,
1556,1594144249454,07/07/2020 17:50:49,1594144249033,-4,07/07/2020 13:50:49,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,240,112,2,ReadingPres,Zone1,reading,183.53000000002794,null,,before,9,0,1,0,,,false,9,9,Trial,The|aspiring|showgirl|practiced|the|part|by|herself|before|the|show.,F.GR.C.55,8,
1557,1594144249892,07/07/2020 17:50:49,1594144249373,-4,07/07/2020 13:50:49,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,240,112,2,ReadingPres,Zone1,reading,350.3619999999646,null,,the,10,0,1,0,,,false,9,9,Trial,The|aspiring|showgirl|practiced|the|part|by|herself|before|the|show.,F.GR.C.55,8,
1558,1594144250048,07/07/2020 17:50:50,1594144249631,-4,07/07/2020 13:50:49,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,240,112,2,ReadingPres,Zone1,reading,250.2939999999944,null,,show.,11,0,1,0,,,false,9,9,Trial,The|aspiring|showgirl|practiced|the|part|by|herself|before|the|show.,F.GR.C.55,8,
1559,1594144250048,07/07/2020 17:50:50,1594144249632,-4,07/07/2020 13:50:49,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,240,112,2,ReadingPres,Zone1,reading,2686.3979999999283,null,,Content End,,0,1,0,,,true,9,9,Trial,The|aspiring|showgirl|practiced|the|part|by|herself|before|the|show.,F.GR.C.55,8,
1560,1594144250454,07/07/2020 17:50:50,1594144250367,-4,07/07/2020 13:50:50,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,240,112,3,BlankScreen,Zone1,fixation,750.8300000000745,null,,null,,0,1,0,,,false,9,9,Trial,The|aspiring|showgirl|practiced|the|part|by|herself|before|the|show.,F.GR.C.55,8,
1561,1594144250611,07/07/2020 17:50:50,1594144250418,-4,07/07/2020 13:50:50,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,240,112,4,JudgmentResponse,Zone5,response_keyboard_single,13.184999988880008,null,,4,1,0,1,0,,,false,9,9,Trial,The|aspiring|showgirl|practiced|the|part|by|herself|before|the|show.,F.GR.C.55,8,
1562,1594144250845,07/07/2020 17:50:50,1594144250767,-4,07/07/2020 13:50:50,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,226,113,1,Fixation,fixation,fixation,350.6790000000037,null,,null,,0,1,0,,,false,9,9,Trial,The|tropical|birds|sing|in|the|exotic|pet|store.,C.SVA.G.13,4,
1563,1594144251095,07/07/2020 17:50:51,1594144250993,-4,07/07/2020 13:50:50,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,226,113,2,ReadingPres,Zone1,reading,216.9079999999376,null,,The,1,0,1,0,,,false,9,9,Trial,The|tropical|birds|sing|in|the|exotic|pet|store.,C.SVA.G.13,4,
1564,1594144251283,07/07/2020 17:50:51,1594144251208,-4,07/07/2020 13:50:51,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,226,113,2,ReadingPres,Zone1,reading,216.8880000000354,null,,tropical,2,0,1,0,,,false,9,9,Trial,The|tropical|birds|sing|in|the|exotic|pet|store.,C.SVA.G.13,4,
1565,1594144251548,07/07/2020 17:50:51,1594144251471,-4,07/07/2020 13:50:51,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,226,113,2,ReadingPres,Zone1,reading,266.97199999995064,null,,birds,3,0,1,0,,,false,9,9,Trial,The|tropical|birds|sing|in|the|exotic|pet|store.,C.SVA.G.13,4,
1566,1594144251829,07/07/2020 17:50:51,1594144251754,-4,07/07/2020 13:50:51,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,226,113,2,ReadingPres,Zone1,reading,283.6380000000354,null,,sing,4,0,1,0,,,false,9,9,Trial,The|tropical|birds|sing|in|the|exotic|pet|store.,C.SVA.G.13,4,
1567,1594144252142,07/07/2020 17:50:52,1594144252064,-4,07/07/2020 13:50:52,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,226,113,2,ReadingPres,Zone1,reading,300.3610000000335,null,,in,5,0,1,0,,,false,9,9,Trial,The|tropical|birds|sing|in|the|exotic|pet|store.,C.SVA.G.13,4,
1568,1594144252407,07/07/2020 17:50:52,1594144252326,-4,07/07/2020 13:50:52,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,226,113,2,ReadingPres,Zone1,reading,266.6909999999916,null,,the,6,0,1,0,,,false,9,9,Trial,The|tropical|birds|sing|in|the|exotic|pet|store.,C.SVA.G.13,4,
1569,1594144252626,07/07/2020 17:50:52,1594144252551,-4,07/07/2020 13:50:52,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,226,113,2,ReadingPres,Zone1,reading,217.0209999999497,null,,exotic,7,0,1,0,,,false,9,9,Trial,The|tropical|birds|sing|in|the|exotic|pet|store.,C.SVA.G.13,4,
1570,1594144252876,07/07/2020 17:50:52,1594144252804,-4,07/07/2020 13:50:52,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,226,113,2,ReadingPres,Zone1,reading,266.9329999999609,null,,pet,8,0,1,0,,,false,9,9,Trial,The|tropical|birds|sing|in|the|exotic|pet|store.,C.SVA.G.13,4,
1571,1594144253161,07/07/2020 17:50:53,1594144253074,-4,07/07/2020 13:50:53,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,226,113,2,ReadingPres,Zone1,reading,267.1290000000736,null,,store.,9,0,1,0,,,false,9,9,Trial,The|tropical|birds|sing|in|the|exotic|pet|store.,C.SVA.G.13,4,
1572,1594144253318,07/07/2020 17:50:53,1594144253077,-4,07/07/2020 13:50:53,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,226,113,2,ReadingPres,Zone1,reading,2302.5409999999683,null,,Content End,,0,1,0,,,true,9,9,Trial,The|tropical|birds|sing|in|the|exotic|pet|store.,C.SVA.G.13,4,
1573,1594144253908,07/07/2020 17:50:53,1594144253821,-4,07/07/2020 13:50:53,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,226,113,3,BlankScreen,Zone1,fixation,750.8120000000345,null,,null,,0,1,0,,,false,9,9,Trial,The|tropical|birds|sing|in|the|exotic|pet|store.,C.SVA.G.13,4,
1574,1594144254251,07/07/2020 17:50:54,1594144254170,-4,07/07/2020 13:50:54,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,226,113,4,JudgmentResponse,Zone5,response_keyboard_single,338.50999997230247,null,,4,1,0,1,0,,,false,9,9,Trial,The|tropical|birds|sing|in|the|exotic|pet|store.,C.SVA.G.13,4,
1575,1594144254627,07/07/2020 17:50:54,1594144254520,-4,07/07/2020 13:50:54,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,229,114,1,Fixation,fixation,fixation,366.95999999996275,null,,null,,0,1,0,,,false,9,9,Trial,The|surgeons|prepares|in|the|operating|room|for|every|medical|procedure.,C.SVA.U.28,3,
1576,1594144254798,07/07/2020 17:50:54,1594144254718,-4,07/07/2020 13:50:54,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,229,114,2,ReadingPres,Zone1,reading,183.35100000002421,null,,The,1,0,1,0,,,false,9,9,Trial,The|surgeons|prepares|in|the|operating|room|for|every|medical|procedure.,C.SVA.U.28,3,
1577,1594144255052,07/07/2020 17:50:55,1594144254968,-4,07/07/2020 13:50:54,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,229,114,2,ReadingPres,Zone1,reading,250.579000000027,null,,surgeons,2,0,1,0,,,false,9,9,Trial,The|surgeons|prepares|in|the|operating|room|for|every|medical|procedure.,C.SVA.U.28,3,
1578,1594144255320,07/07/2020 17:50:55,1594144255232,-4,07/07/2020 13:50:55,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,229,114,2,ReadingPres,Zone1,reading,266.9429999999702,null,,prepares,3,0,1,0,,,false,9,9,Trial,The|surgeons|prepares|in|the|operating|room|for|every|medical|procedure.,C.SVA.U.28,3,
1579,1594144256402,07/07/2020 17:50:56,1594144256319,-4,07/07/2020 13:50:56,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,229,114,2,ReadingPres,Zone1,reading,1084.4640000000363,null,,in,4,0,1,0,,,false,9,9,Trial,The|surgeons|prepares|in|the|operating|room|for|every|medical|procedure.,C.SVA.U.28,3,
1580,1594144256746,07/07/2020 17:50:56,1594144256674,-4,07/07/2020 13:50:56,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,229,114,2,ReadingPres,Zone1,reading,367.09499999997206,null,,the,5,0,1,0,,,false,9,9,Trial,The|surgeons|prepares|in|the|operating|room|for|every|medical|procedure.,C.SVA.U.28,3,
1581,1594144256980,07/07/2020 17:50:56,1594144256896,-4,07/07/2020 13:50:56,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,229,114,2,ReadingPres,Zone1,reading,216.954000000027,null,,operating,6,0,1,0,,,false,9,9,Trial,The|surgeons|prepares|in|the|operating|room|for|every|medical|procedure.,C.SVA.U.28,3,
1582,1594144257199,07/07/2020 17:50:57,1594144257115,-4,07/07/2020 13:50:57,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,229,114,2,ReadingPres,Zone1,reading,216.87099999992643,null,,room,7,0,1,0,,,false,9,9,Trial,The|surgeons|prepares|in|the|operating|room|for|every|medical|procedure.,C.SVA.U.28,3,
1583,1594144257386,07/07/2020 17:50:57,1594144257305,-4,07/07/2020 13:50:57,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,229,114,2,ReadingPres,Zone1,reading,183.5800000000745,null,,for,8,0,1,0,,,false,9,9,Trial,The|surgeons|prepares|in|the|operating|room|for|every|medical|procedure.,C.SVA.U.28,3,
1584,1594144257699,07/07/2020 17:50:57,1594144257627,-4,07/07/2020 13:50:57,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,229,114,2,ReadingPres,Zone1,reading,333.3889999999665,null,,every,9,0,1,0,,,false,9,9,Trial,The|surgeons|prepares|in|the|operating|room|for|every|medical|procedure.,C.SVA.U.28,3,
