Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-54mp,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,sentence
244,1592933045180,23/06/2020 17:24:05,1592933044373,-4,23/06/2020 13:24:04,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,2,11,2,RSVP,Zone1,reading,300.34500000000116,null,,and,19,0,1,0,,,false,1,1,Acceptability Judgment,The| |dentist| |explained| |the| |teeth| |need| |washing| |both| |morning| |and| |night.
245,1592933045461,23/06/2020 17:24:05,1592933044673,-4,23/06/2020 13:24:04,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,2,11,2,RSVP,Zone1,reading,300.33499999999185,null,, ,20,0,1,0,,,false,1,1,Acceptability Judgment,The| |dentist| |explained| |the| |teeth| |need| |washing| |both| |morning| |and| |night.
246,1592933045763,23/06/2020 17:24:05,1592933044973,-4,23/06/2020 13:24:04,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,2,11,2,RSVP,Zone1,reading,300.3280000000086,null,,night.,21,0,1,0,,,false,1,1,Acceptability Judgment,The| |dentist| |explained| |the| |teeth| |need| |washing| |both| |morning| |and| |night.
247,1592933045919,23/06/2020 17:24:05,1592933044975,-4,23/06/2020 13:24:04,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,2,11,2,RSVP,Zone1,reading,6306.967000000004,null,,Content End,,0,1,0,,,true,1,1,Acceptability Judgment,The| |dentist| |explained| |the| |teeth| |need| |washing| |both| |morning| |and| |night.
248,1592933046528,23/06/2020 17:24:06,1592933045726,-4,23/06/2020 13:24:05,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,2,11,3,Pause,Zone1,fixation,750.8169999999955,null,,null,,0,1,0,,,false,1,1,Acceptability Judgment,The| |dentist| |explained| |the| |teeth| |need| |washing| |both| |morning| |and| |night.
249,1592933047079,23/06/2020 17:24:07,1592933046249,-4,23/06/2020 13:24:06,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,2,11,4,Explicit Judgment,Zone1,response_keyboard_single,513.0050000007031,null,,4,1,0,1,0,,,false,1,1,Acceptability Judgment,The| |dentist| |explained| |the| |teeth| |need| |washing| |both| |morning| |and| |night.
250,1592933047546,23/06/2020 17:24:07,1592933046743,-4,23/06/2020 13:24:06,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,6,12,1,Fixation,fixation,fixation,500.54499999999825,null,,null,,0,1,0,,,false,1,1,Acceptability Judgment,The| |boys| |heard| |Joe's| |about| |stories| |Africa.| |
251,1592933047843,23/06/2020 17:24:07,1592933047043,-4,23/06/2020 13:24:07,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,6,12,2,RSVP,Zone1,reading,300.30800000000454,null,,The,1,0,1,0,,,false,1,1,Acceptability Judgment,The| |boys| |heard| |Joe's| |about| |stories| |Africa.| |
252,1592933048140,23/06/2020 17:24:08,1592933047343,-4,23/06/2020 13:24:07,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,6,12,2,RSVP,Zone1,reading,300.34199999998964,null,, ,2,0,1,0,,,false,1,1,Acceptability Judgment,The| |boys| |heard| |Joe's| |about| |stories| |Africa.| |
253,1592933048438,23/06/2020 17:24:08,1592933047643,-4,23/06/2020 13:24:07,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,6,12,2,RSVP,Zone1,reading,300.32300000000396,null,,boys,3,0,1,0,,,false,1,1,Acceptability Judgment,The| |boys| |heard| |Joe's| |about| |stories| |Africa.| |
254,1592933048752,23/06/2020 17:24:08,1592933047944,-4,23/06/2020 13:24:07,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,6,12,2,RSVP,Zone1,reading,300.346000000005,null,, ,4,0,1,0,,,false,1,1,Acceptability Judgment,The| |boys| |heard| |Joe's| |about| |stories| |Africa.| |
255,1592933049096,23/06/2020 17:24:09,1592933048245,-4,23/06/2020 13:24:08,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,6,12,2,RSVP,Zone1,reading,300.32399999999325,null,,heard,5,0,1,0,,,false,1,1,Acceptability Judgment,The| |boys| |heard| |Joe's| |about| |stories| |Africa.| |
256,1592933049376,23/06/2020 17:24:09,1592933048545,-4,23/06/2020 13:24:08,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,6,12,2,RSVP,Zone1,reading,300.3420000000042,null,, ,6,0,1,0,,,false,1,1,Acceptability Judgment,The| |boys| |heard| |Joe's| |about| |stories| |Africa.| |
257,1592933049735,23/06/2020 17:24:09,1592933048845,-4,23/06/2020 13:24:08,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,6,12,2,RSVP,Zone1,reading,300.31999999999243,null,,Joe's,7,0,1,0,,,false,1,1,Acceptability Judgment,The| |boys| |heard| |Joe's| |about| |stories| |Africa.| |
258,1592933049971,23/06/2020 17:24:09,1592933049145,-4,23/06/2020 13:24:09,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,6,12,2,RSVP,Zone1,reading,300.32600000000093,null,, ,8,0,1,0,,,false,1,1,Acceptability Judgment,The| |boys| |heard| |Joe's| |about| |stories| |Africa.| |
259,1592933050251,23/06/2020 17:24:10,1592933049446,-4,23/06/2020 13:24:09,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,6,12,2,RSVP,Zone1,reading,300.3289999999979,null,,about,9,0,1,0,,,false,1,1,Acceptability Judgment,The| |boys| |heard| |Joe's| |about| |stories| |Africa.| |
260,1592933050563,23/06/2020 17:24:10,1592933049746,-4,23/06/2020 13:24:09,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,6,12,2,RSVP,Zone1,reading,300.349000000002,null,, ,10,0,1,0,,,false,1,1,Acceptability Judgment,The| |boys| |heard| |Joe's| |about| |stories| |Africa.| |
261,1592933050845,23/06/2020 17:24:10,1592933050046,-4,23/06/2020 13:24:10,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,6,12,2,RSVP,Zone1,reading,300.31600000000617,null,,stories,11,0,1,0,,,false,1,1,Acceptability Judgment,The| |boys| |heard| |Joe's| |about| |stories| |Africa.| |
262,1592933051237,23/06/2020 17:24:11,1592933050347,-4,23/06/2020 13:24:10,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,6,12,2,RSVP,Zone1,reading,300.34500000000116,null,, ,12,0,1,0,,,false,1,1,Acceptability Judgment,The| |boys| |heard| |Joe's| |about| |stories| |Africa.| |
263,1592933051440,23/06/2020 17:24:11,1592933050645,-4,23/06/2020 13:24:10,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,6,12,2,RSVP,Zone1,reading,300.3269999999902,null,,Africa.,13,0,1,0,,,false,1,1,Acceptability Judgment,The| |boys| |heard| |Joe's| |about| |stories| |Africa.| |
264,1592933051752,23/06/2020 17:24:11,1592933050948,-4,23/06/2020 13:24:10,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,6,12,2,RSVP,Zone1,reading,300.2920000000013,null,, ,14,0,1,0,,,false,1,1,Acceptability Judgment,The| |boys| |heard| |Joe's| |about| |stories| |Africa.| |
265,1592933052033,23/06/2020 17:24:12,1592933051247,-4,23/06/2020 13:24:11,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,6,12,2,RSVP,Zone1,reading,300.3640000000014,null,,,15,0,1,0,,,false,1,1,Acceptability Judgment,The| |boys| |heard| |Joe's| |about| |stories| |Africa.| |
266,1592933052174,23/06/2020 17:24:12,1592933051249,-4,23/06/2020 13:24:11,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,6,12,2,RSVP,Zone1,reading,4504.952999999994,null,,Content End,,0,1,0,,,true,1,1,Acceptability Judgment,The| |boys| |heard| |Joe's| |about| |stories| |Africa.| |
267,1592933052815,23/06/2020 17:24:12,1592933051999,-4,23/06/2020 13:24:11,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,6,12,3,Pause,Zone1,fixation,750.8220000000001,null,,null,,0,1,0,,,false,1,1,Acceptability Judgment,The| |boys| |heard| |Joe's| |about| |stories| |Africa.| |
268,1592933053157,23/06/2020 17:24:13,1592933052343,-4,23/06/2020 13:24:12,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,6,12,4,Explicit Judgment,responseA,response_keyboard_single,335.3599999973085,null,,1,1,0,1,0,,,false,1,1,Acceptability Judgment,The| |boys| |heard| |Joe's| |about| |stories| |Africa.| |
269,1592933053627,23/06/2020 17:24:13,1592933052833,-4,23/06/2020 13:24:12,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,3,13,1,Fixation,fixation,fixation,500.57799999999406,null,,null,,0,1,0,,,false,1,1,Acceptability Judgment,Her| |professor| |noted| |that| |the| |question| |needs| |answered| |before| |class| |ends.
270,1592933053923,23/06/2020 17:24:13,1592933053133,-4,23/06/2020 13:24:13,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,3,13,2,RSVP,Zone1,reading,300.32900000001246,null,,Her,1,0,1,0,,,false,1,1,Acceptability Judgment,Her| |professor| |noted| |that| |the| |question| |needs| |answered| |before| |class| |ends.
271,1592933054221,23/06/2020 17:24:14,1592933053433,-4,23/06/2020 13:24:13,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,3,13,2,RSVP,Zone1,reading,300.3539999999921,null,, ,2,0,1,0,,,false,1,1,Acceptability Judgment,Her| |professor| |noted| |that| |the| |question| |needs| |answered| |before| |class| |ends.
272,1592933054519,23/06/2020 17:24:14,1592933053732,-4,23/06/2020 13:24:13,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,3,13,2,RSVP,Zone1,reading,300.30500000000757,null,,professor,3,0,1,0,,,false,1,1,Acceptability Judgment,Her| |professor| |noted| |that| |the| |question| |needs| |answered| |before| |class| |ends.
273,1592933054832,23/06/2020 17:24:14,1592933054034,-4,23/06/2020 13:24:14,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,3,13,2,RSVP,Zone1,reading,300.3359999999957,null,, ,4,0,1,0,,,false,1,1,Acceptability Judgment,Her| |professor| |noted| |that| |the| |question| |needs| |answered| |before| |class| |ends.
274,1592933055129,23/06/2020 17:24:15,1592933054335,-4,23/06/2020 13:24:14,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,3,13,2,RSVP,Zone1,reading,300.33099999999104,null,,noted,5,0,1,0,,,false,1,1,Acceptability Judgment,Her| |professor| |noted| |that| |the| |question| |needs| |answered| |before| |class| |ends.
275,1592933055426,23/06/2020 17:24:15,1592933054635,-4,23/06/2020 13:24:14,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,3,13,2,RSVP,Zone1,reading,300.30500000000757,null,, ,6,0,1,0,,,false,1,1,Acceptability Judgment,Her| |professor| |noted| |that| |the| |question| |needs| |answered| |before| |class| |ends.
276,1592933055768,23/06/2020 17:24:15,1592933054935,-4,23/06/2020 13:24:14,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,3,13,2,RSVP,Zone1,reading,300.346000000005,null,,that,7,0,1,0,,,false,1,1,Acceptability Judgment,Her| |professor| |noted| |that| |the| |question| |needs| |answered| |before| |class| |ends.
277,1592933056019,23/06/2020 17:24:16,1592933055235,-4,23/06/2020 13:24:15,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,3,13,2,RSVP,Zone1,reading,300.3299999999872,null,, ,8,0,1,0,,,false,1,1,Acceptability Judgment,Her| |professor| |noted| |that| |the| |question| |needs| |answered| |before| |class| |ends.
278,1592933056331,23/06/2020 17:24:16,1592933055535,-4,23/06/2020 13:24:15,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,3,13,2,RSVP,Zone1,reading,300.33699999999953,null,,the,9,0,1,0,,,false,1,1,Acceptability Judgment,Her| |professor| |noted| |that| |the| |question| |needs| |answered| |before| |class| |ends.
279,1592933056628,23/06/2020 17:24:16,1592933055836,-4,23/06/2020 13:24:15,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,3,13,2,RSVP,Zone1,reading,300.3440000000119,null,, ,10,0,1,0,,,false,1,1,Acceptability Judgment,Her| |professor| |noted| |that| |the| |question| |needs| |answered| |before| |class| |ends.
280,1592933056958,23/06/2020 17:24:16,1592933056137,-4,23/06/2020 13:24:16,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,3,13,2,RSVP,Zone1,reading,300.3119999999908,null,,question,11,0,1,0,,,false,1,1,Acceptability Judgment,Her| |professor| |noted| |that| |the| |question| |needs| |answered| |before| |class| |ends.
281,1592933057240,23/06/2020 17:24:17,1592933056436,-4,23/06/2020 13:24:16,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,3,13,2,RSVP,Zone1,reading,300.3500000000058,null,, ,12,0,1,0,,,false,1,1,Acceptability Judgment,Her| |professor| |noted| |that| |the| |question| |needs| |answered| |before| |class| |ends.
282,1592933057537,23/06/2020 17:24:17,1592933056737,-4,23/06/2020 13:24:16,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,3,13,2,RSVP,Zone1,reading,300.2920000000013,null,,needs,13,0,1,0,,,false,1,1,Acceptability Judgment,Her| |professor| |noted| |that| |the| |question| |needs| |answered| |before| |class| |ends.
283,1592933057833,23/06/2020 17:24:17,1592933057037,-4,23/06/2020 13:24:17,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,3,13,2,RSVP,Zone1,reading,300.36999999999534,null,, ,14,0,1,0,,,false,1,1,Acceptability Judgment,Her| |professor| |noted| |that| |the| |question| |needs| |answered| |before| |class| |ends.
284,1592933058132,23/06/2020 17:24:18,1592933057337,-4,23/06/2020 13:24:17,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,3,13,2,RSVP,Zone1,reading,300.30800000000454,null,,answered,15,0,1,0,,,false,1,1,Acceptability Judgment,Her| |professor| |noted| |that| |the| |question| |needs| |answered| |before| |class| |ends.
285,1592933058446,23/06/2020 17:24:18,1592933057638,-4,23/06/2020 13:24:17,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,3,13,2,RSVP,Zone1,reading,300.3709999999992,null,, ,16,0,1,0,,,false,1,1,Acceptability Judgment,Her| |professor| |noted| |that| |the| |question| |needs| |answered| |before| |class| |ends.
286,1592933058745,23/06/2020 17:24:18,1592933057938,-4,23/06/2020 13:24:17,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,3,13,2,RSVP,Zone1,reading,300.31900000000314,null,,before,17,0,1,0,,,false,1,1,Acceptability Judgment,Her| |professor| |noted| |that| |the| |question| |needs| |answered| |before| |class| |ends.
287,1592933059039,23/06/2020 17:24:19,1592933058238,-4,23/06/2020 13:24:18,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,3,13,2,RSVP,Zone1,reading,300.30799999999,null,, ,18,0,1,0,,,false,1,1,Acceptability Judgment,Her| |professor| |noted| |that| |the| |question| |needs| |answered| |before| |class| |ends.
288,1592933059336,23/06/2020 17:24:19,1592933058539,-4,23/06/2020 13:24:18,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,3,13,2,RSVP,Zone1,reading,300.34799999999814,null,,class,19,0,1,0,,,false,1,1,Acceptability Judgment,Her| |professor| |noted| |that| |the| |question| |needs| |answered| |before| |class| |ends.
289,1592933059633,23/06/2020 17:24:19,1592933058839,-4,23/06/2020 13:24:18,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,3,13,2,RSVP,Zone1,reading,300.346000000005,null,, ,20,0,1,0,,,false,1,1,Acceptability Judgment,Her| |professor| |noted| |that| |the| |question| |needs| |answered| |before| |class| |ends.
290,1592933059948,23/06/2020 17:24:19,1592933059140,-4,23/06/2020 13:24:19,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,3,13,2,RSVP,Zone1,reading,300.3270000000048,null,,ends.,21,0,1,0,,,false,1,1,Acceptability Judgment,Her| |professor| |noted| |that| |the| |question| |needs| |answered| |before| |class| |ends.
291,1592933060086,23/06/2020 17:24:20,1592933059141,-4,23/06/2020 13:24:19,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,3,13,2,RSVP,Zone1,reading,6306.968000000008,null,,Content End,,0,1,0,,,true,1,1,Acceptability Judgment,Her| |professor| |noted| |that| |the| |question| |needs| |answered| |before| |class| |ends.
292,1592933060680,23/06/2020 17:24:20,1592933059890,-4,23/06/2020 13:24:19,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,3,13,3,Pause,Zone1,fixation,750.8300000000017,null,,null,,0,1,0,,,false,1,1,Acceptability Judgment,Her| |professor| |noted| |that| |the| |question| |needs| |answered| |before| |class| |ends.
293,1592933061120,23/06/2020 17:24:21,1592933060319,-4,23/06/2020 13:24:20,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,3,13,4,Explicit Judgment,responseA,response_keyboard_single,420.6149999954505,null,,1,1,0,1,0,,,false,1,1,Acceptability Judgment,Her| |professor| |noted| |that| |the| |question| |needs| |answered| |before| |class| |ends.
294,1592933061607,23/06/2020 17:24:21,1592933060809,-4,23/06/2020 13:24:20,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,4,14,1,Fixation,fixation,fixation,500.525999999998,null,,null,,0,1,0,,,false,1,1,Acceptability Judgment,The| |director| |said| |that| |the| |lines| |need| |memorizer| |before| |the| |shoot.
295,1592933061906,23/06/2020 17:24:21,1592933061108,-4,23/06/2020 13:24:21,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,4,14,2,RSVP,Zone1,reading,300.3619999999937,null,,The,1,0,1,0,,,false,1,1,Acceptability Judgment,The| |director| |said| |that| |the| |lines| |need| |memorizer| |before| |the| |shoot.
296,1592933062207,23/06/2020 17:24:22,1592933061409,-4,23/06/2020 13:24:21,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,4,14,2,RSVP,Zone1,reading,300.30800000000454,null,, ,2,0,1,0,,,false,1,1,Acceptability Judgment,The| |director| |said| |that| |the| |lines| |need| |memorizer| |before| |the| |shoot.
297,1592933062506,23/06/2020 17:24:22,1592933061708,-4,23/06/2020 13:24:21,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,4,14,2,RSVP,Zone1,reading,300.34799999999814,null,,director,3,0,1,0,,,false,1,1,Acceptability Judgment,The| |director| |said| |that| |the| |lines| |need| |memorizer| |before| |the| |shoot.
298,1592933062800,23/06/2020 17:24:22,1592933062009,-4,23/06/2020 13:24:22,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,4,14,2,RSVP,Zone1,reading,300.3139999999985,null,, ,4,0,1,0,,,false,1,1,Acceptability Judgment,The| |director| |said| |that| |the| |lines| |need| |memorizer| |before| |the| |shoot.
299,1592933063100,23/06/2020 17:24:23,1592933062309,-4,23/06/2020 13:24:22,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,4,14,2,RSVP,Zone1,reading,300.34799999999814,null,,said,5,0,1,0,,,false,1,1,Acceptability Judgment,The| |director| |said| |that| |the| |lines| |need| |memorizer| |before| |the| |shoot.
300,1592933063412,23/06/2020 17:24:23,1592933062610,-4,23/06/2020 13:24:22,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,4,14,2,RSVP,Zone1,reading,300.3280000000086,null,, ,6,0,1,0,,,false,1,1,Acceptability Judgment,The| |director| |said| |that| |the| |lines| |need| |memorizer| |before| |the| |shoot.
301,1592933063709,23/06/2020 17:24:23,1592933062910,-4,23/06/2020 13:24:22,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,4,14,2,RSVP,Zone1,reading,300.34599999999045,null,,that,7,0,1,0,,,false,1,1,Acceptability Judgment,The| |director| |said| |that| |the| |lines| |need| |memorizer| |before| |the| |shoot.
302,1592933064010,23/06/2020 17:24:24,1592933063211,-4,23/06/2020 13:24:23,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,4,14,2,RSVP,Zone1,reading,300.3150000000023,null,, ,8,0,1,0,,,false,1,1,Acceptability Judgment,The| |director| |said| |that| |the| |lines| |need| |memorizer| |before| |the| |shoot.
303,1592933064306,23/06/2020 17:24:24,1592933063511,-4,23/06/2020 13:24:23,18296,8,task-mauu,,5751941,,1610595,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L2,L2,4,14,2,RSVP,Zone1,reading,300.33400000000256,null,,the,9,0,1,0,,,false,1,1,Acceptability Judgment,The| |director| |said| |that| |the| |lines| |need| |memorizer| |before| |the| |shoot.
