Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-54mp,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,sentence,Label,
59,1593192671582,26/06/2020 17:31:11,1593192665855,-4,26/06/2020 13:31:05,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,9,3,2,RSVP,Zone1,reading,300,null,, ,16,0,1,0,,,false,2,2,Acceptability Judgment,Their| |coach| |explained| |the| |players| |need| |stretched| |during| |warmups.,T.N.D.16,
60,1593192671863,26/06/2020 17:31:11,1593192666153,-4,26/06/2020 13:31:06,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,9,3,2,RSVP,Zone1,reading,299,null,,warmups.,17,0,1,0,,,false,2,2,Acceptability Judgment,Their| |coach| |explained| |the| |players| |need| |stretched| |during| |warmups.,T.N.D.16,
61,1593192672008,26/06/2020 17:31:12,1593192666155,-4,26/06/2020 13:31:06,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,9,3,2,RSVP,Zone1,reading,5103,null,,Content End,,0,1,0,,,true,2,2,Acceptability Judgment,Their| |coach| |explained| |the| |players| |need| |stretched| |during| |warmups.,T.N.D.16,
62,1593192672618,26/06/2020 17:31:12,1593192666905,-4,26/06/2020 13:31:06,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,9,3,3,Pause,Zone1,fixation,751,null,,null,,0,1,0,,,false,2,2,Acceptability Judgment,Their| |coach| |explained| |the| |players| |need| |stretched| |during| |warmups.,T.N.D.16,
63,1593192673232,26/06/2020 17:31:13,1593192667519,-4,26/06/2020 13:31:07,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,9,3,4,Explicit Judgment,responseB,response_keyboard_single,607.0000000000036,null,,2,1,0,1,0,,,false,2,2,Acceptability Judgment,Their| |coach| |explained| |the| |players| |need| |stretched| |during| |warmups.,T.N.D.16,
64,1593192673733,26/06/2020 17:31:13,1593192668005,-4,26/06/2020 13:31:08,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,8,4,1,Fixation,fixation,fixation,501,null,,null,,0,1,0,,,false,2,2,Acceptability Judgment,The| |driver| |said| |the| |tire| |needs| |changing| |on| |the| |highway.,T.N.G.17,
65,1593192674015,26/06/2020 17:31:14,1593192668304,-4,26/06/2020 13:31:08,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,8,4,2,RSVP,Zone1,reading,300,null,,The,1,0,1,0,,,false,2,2,Acceptability Judgment,The| |driver| |said| |the| |tire| |needs| |changing| |on| |the| |highway.,T.N.G.17,
66,1593192674327,26/06/2020 17:31:14,1593192668605,-4,26/06/2020 13:31:08,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,8,4,2,RSVP,Zone1,reading,300,null,, ,2,0,1,0,,,false,2,2,Acceptability Judgment,The| |driver| |said| |the| |tire| |needs| |changing| |on| |the| |highway.,T.N.G.17,
67,1593192674623,26/06/2020 17:31:14,1593192668904,-4,26/06/2020 13:31:08,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,8,4,2,RSVP,Zone1,reading,300,null,,driver,3,0,1,0,,,false,2,2,Acceptability Judgment,The| |driver| |said| |the| |tire| |needs| |changing| |on| |the| |highway.,T.N.G.17,
68,1593192674936,26/06/2020 17:31:14,1593192669204,-4,26/06/2020 13:31:09,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,8,4,2,RSVP,Zone1,reading,300,null,, ,4,0,1,0,,,false,2,2,Acceptability Judgment,The| |driver| |said| |the| |tire| |needs| |changing| |on| |the| |highway.,T.N.G.17,
69,1593192675233,26/06/2020 17:31:15,1593192669505,-4,26/06/2020 13:31:09,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,8,4,2,RSVP,Zone1,reading,300,null,,said,5,0,1,0,,,false,2,2,Acceptability Judgment,The| |driver| |said| |the| |tire| |needs| |changing| |on| |the| |highway.,T.N.G.17,
70,1593192675530,26/06/2020 17:31:15,1593192669804,-4,26/06/2020 13:31:09,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,8,4,2,RSVP,Zone1,reading,300,null,, ,6,0,1,0,,,false,2,2,Acceptability Judgment,The| |driver| |said| |the| |tire| |needs| |changing| |on| |the| |highway.,T.N.G.17,
71,1593192675873,26/06/2020 17:31:15,1593192670104,-4,26/06/2020 13:31:10,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,8,4,2,RSVP,Zone1,reading,300,null,,the,7,0,1,0,,,false,2,2,Acceptability Judgment,The| |driver| |said| |the| |tire| |needs| |changing| |on| |the| |highway.,T.N.G.17,
72,1593192676123,26/06/2020 17:31:16,1593192670404,-4,26/06/2020 13:31:10,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,8,4,2,RSVP,Zone1,reading,300,null,, ,8,0,1,0,,,false,2,2,Acceptability Judgment,The| |driver| |said| |the| |tire| |needs| |changing| |on| |the| |highway.,T.N.G.17,
73,1593192676424,26/06/2020 17:31:16,1593192670709,-4,26/06/2020 13:31:10,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,8,4,2,RSVP,Zone1,reading,304,null,,tire,9,0,1,0,,,false,2,2,Acceptability Judgment,The| |driver| |said| |the| |tire| |needs| |changing| |on| |the| |highway.,T.N.G.17,
74,1593192676737,26/06/2020 17:31:16,1593192671008,-4,26/06/2020 13:31:11,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,8,4,2,RSVP,Zone1,reading,300,null,, ,10,0,1,0,,,false,2,2,Acceptability Judgment,The| |driver| |said| |the| |tire| |needs| |changing| |on| |the| |highway.,T.N.G.17,
75,1593192677035,26/06/2020 17:31:17,1593192671309,-4,26/06/2020 13:31:11,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,8,4,2,RSVP,Zone1,reading,300,null,,needs,11,0,1,0,,,false,2,2,Acceptability Judgment,The| |driver| |said| |the| |tire| |needs| |changing| |on| |the| |highway.,T.N.G.17,
76,1593192677331,26/06/2020 17:31:17,1593192671608,-4,26/06/2020 13:31:11,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,8,4,2,RSVP,Zone1,reading,300,null,, ,12,0,1,0,,,false,2,2,Acceptability Judgment,The| |driver| |said| |the| |tire| |needs| |changing| |on| |the| |highway.,T.N.G.17,
77,1593192677643,26/06/2020 17:31:17,1593192671908,-4,26/06/2020 13:31:11,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,8,4,2,RSVP,Zone1,reading,300,null,,changing,13,0,1,0,,,false,2,2,Acceptability Judgment,The| |driver| |said| |the| |tire| |needs| |changing| |on| |the| |highway.,T.N.G.17,
78,1593192677925,26/06/2020 17:31:17,1593192672208,-4,26/06/2020 13:31:12,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,8,4,2,RSVP,Zone1,reading,300,null,, ,14,0,1,0,,,false,2,2,Acceptability Judgment,The| |driver| |said| |the| |tire| |needs| |changing| |on| |the| |highway.,T.N.G.17,
79,1593192678222,26/06/2020 17:31:18,1593192672508,-4,26/06/2020 13:31:12,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,8,4,2,RSVP,Zone1,reading,300,null,,on,15,0,1,0,,,false,2,2,Acceptability Judgment,The| |driver| |said| |the| |tire| |needs| |changing| |on| |the| |highway.,T.N.G.17,
80,1593192678518,26/06/2020 17:31:18,1593192672808,-4,26/06/2020 13:31:12,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,8,4,2,RSVP,Zone1,reading,300,null,, ,16,0,1,0,,,false,2,2,Acceptability Judgment,The| |driver| |said| |the| |tire| |needs| |changing| |on| |the| |highway.,T.N.G.17,
81,1593192678831,26/06/2020 17:31:18,1593192673108,-4,26/06/2020 13:31:13,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,8,4,2,RSVP,Zone1,reading,300,null,,the,17,0,1,0,,,false,2,2,Acceptability Judgment,The| |driver| |said| |the| |tire| |needs| |changing| |on| |the| |highway.,T.N.G.17,
82,1593192679128,26/06/2020 17:31:19,1593192673408,-4,26/06/2020 13:31:13,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,8,4,2,RSVP,Zone1,reading,300,null,, ,18,0,1,0,,,false,2,2,Acceptability Judgment,The| |driver| |said| |the| |tire| |needs| |changing| |on| |the| |highway.,T.N.G.17,
83,1593192679441,26/06/2020 17:31:19,1593192673708,-4,26/06/2020 13:31:13,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,8,4,2,RSVP,Zone1,reading,300,null,,highway.,19,0,1,0,,,false,2,2,Acceptability Judgment,The| |driver| |said| |the| |tire| |needs| |changing| |on| |the| |highway.,T.N.G.17,
84,1593192679566,26/06/2020 17:31:19,1593192673710,-4,26/06/2020 13:31:13,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,8,4,2,RSVP,Zone1,reading,5704,null,,Content End,,0,1,0,,,true,2,2,Acceptability Judgment,The| |driver| |said| |the| |tire| |needs| |changing| |on| |the| |highway.,T.N.G.17,
85,1593192680210,26/06/2020 17:31:20,1593192674459,-4,26/06/2020 13:31:14,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,8,4,3,Pause,Zone1,fixation,750,null,,null,,0,1,0,,,false,2,2,Acceptability Judgment,The| |driver| |said| |the| |tire| |needs| |changing| |on| |the| |highway.,T.N.G.17,
86,1593192680551,26/06/2020 17:31:20,1593192674832,-4,26/06/2020 13:31:14,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,8,4,4,Explicit Judgment,Zone1,response_keyboard_single,366.9999999999927,null,,4,1,0,1,0,,,false,2,2,Acceptability Judgment,The| |driver| |said| |the| |tire| |needs| |changing| |on| |the| |highway.,T.N.G.17,
87,1593192681059,26/06/2020 17:31:21,1593192675325,-4,26/06/2020 13:31:15,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,12,5,1,Fixation,fixation,fixation,501,null,,null,,0,1,0,,,false,2,2,Acceptability Judgment,The| |people| |disliked| |Harry's| |about| |jokes| |the| |Queen.,C.PS.U.12,
88,1593192681345,26/06/2020 17:31:21,1593192675629,-4,26/06/2020 13:31:15,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,12,5,2,RSVP,Zone1,reading,304,null,,The,1,0,1,0,,,false,2,2,Acceptability Judgment,The| |people| |disliked| |Harry's| |about| |jokes| |the| |Queen.,C.PS.U.12,
89,1593192681658,26/06/2020 17:31:21,1593192675929,-4,26/06/2020 13:31:15,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,12,5,2,RSVP,Zone1,reading,300,null,, ,2,0,1,0,,,false,2,2,Acceptability Judgment,The| |people| |disliked| |Harry's| |about| |jokes| |the| |Queen.,C.PS.U.12,
90,1593192681954,26/06/2020 17:31:21,1593192676229,-4,26/06/2020 13:31:16,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,12,5,2,RSVP,Zone1,reading,300,null,,people,3,0,1,0,,,false,2,2,Acceptability Judgment,The| |people| |disliked| |Harry's| |about| |jokes| |the| |Queen.,C.PS.U.12,
91,1593192682251,26/06/2020 17:31:22,1593192676528,-4,26/06/2020 13:31:16,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,12,5,2,RSVP,Zone1,reading,299,null,, ,4,0,1,0,,,false,2,2,Acceptability Judgment,The| |people| |disliked| |Harry's| |about| |jokes| |the| |Queen.,C.PS.U.12,
92,1593192682548,26/06/2020 17:31:22,1593192676829,-4,26/06/2020 13:31:16,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,12,5,2,RSVP,Zone1,reading,301,null,,disliked,5,0,1,0,,,false,2,2,Acceptability Judgment,The| |people| |disliked| |Harry's| |about| |jokes| |the| |Queen.,C.PS.U.12,
93,1593192682845,26/06/2020 17:31:22,1593192677129,-4,26/06/2020 13:31:17,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,12,5,2,RSVP,Zone1,reading,300,null,, ,6,0,1,0,,,false,2,2,Acceptability Judgment,The| |people| |disliked| |Harry's| |about| |jokes| |the| |Queen.,C.PS.U.12,
94,1593192683141,26/06/2020 17:31:23,1593192677429,-4,26/06/2020 13:31:17,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,12,5,2,RSVP,Zone1,reading,300,null,,Harry's,7,0,1,0,,,false,2,2,Acceptability Judgment,The| |people| |disliked| |Harry's| |about| |jokes| |the| |Queen.,C.PS.U.12,
95,1593192683454,26/06/2020 17:31:23,1593192677729,-4,26/06/2020 13:31:17,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,12,5,2,RSVP,Zone1,reading,300,null,, ,8,0,1,0,,,false,2,2,Acceptability Judgment,The| |people| |disliked| |Harry's| |about| |jokes| |the| |Queen.,C.PS.U.12,
96,1593192683751,26/06/2020 17:31:23,1593192678029,-4,26/06/2020 13:31:18,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,12,5,2,RSVP,Zone1,reading,300,null,,about,9,0,1,0,,,false,2,2,Acceptability Judgment,The| |people| |disliked| |Harry's| |about| |jokes| |the| |Queen.,C.PS.U.12,
97,1593192684032,26/06/2020 17:31:24,1593192678328,-4,26/06/2020 13:31:18,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,12,5,2,RSVP,Zone1,reading,299,null,, ,10,0,1,0,,,false,2,2,Acceptability Judgment,The| |people| |disliked| |Harry's| |about| |jokes| |the| |Queen.,C.PS.U.12,
98,1593192684360,26/06/2020 17:31:24,1593192678629,-4,26/06/2020 13:31:18,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,12,5,2,RSVP,Zone1,reading,301,null,,jokes,11,0,1,0,,,false,2,2,Acceptability Judgment,The| |people| |disliked| |Harry's| |about| |jokes| |the| |Queen.,C.PS.U.12,
99,1593192684657,26/06/2020 17:31:24,1593192678929,-4,26/06/2020 13:31:18,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,12,5,2,RSVP,Zone1,reading,300,null,, ,12,0,1,0,,,false,2,2,Acceptability Judgment,The| |people| |disliked| |Harry's| |about| |jokes| |the| |Queen.,C.PS.U.12,
100,1593192684954,26/06/2020 17:31:24,1593192679229,-4,26/06/2020 13:31:19,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,12,5,2,RSVP,Zone1,reading,300,null,,the,13,0,1,0,,,false,2,2,Acceptability Judgment,The| |people| |disliked| |Harry's| |about| |jokes| |the| |Queen.,C.PS.U.12,
101,1593192685251,26/06/2020 17:31:25,1593192679528,-4,26/06/2020 13:31:19,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,12,5,2,RSVP,Zone1,reading,299,null,, ,14,0,1,0,,,false,2,2,Acceptability Judgment,The| |people| |disliked| |Harry's| |about| |jokes| |the| |Queen.,C.PS.U.12,
102,1593192685548,26/06/2020 17:31:25,1593192679829,-4,26/06/2020 13:31:19,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,12,5,2,RSVP,Zone1,reading,301,null,,Queen.,15,0,1,0,,,false,2,2,Acceptability Judgment,The| |people| |disliked| |Harry's| |about| |jokes| |the| |Queen.,C.PS.U.12,
103,1593192685673,26/06/2020 17:31:25,1593192679830,-4,26/06/2020 13:31:19,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,12,5,2,RSVP,Zone1,reading,4504,null,,Content End,,0,1,0,,,true,2,2,Acceptability Judgment,The| |people| |disliked| |Harry's| |about| |jokes| |the| |Queen.,C.PS.U.12,
104,1593192686298,26/06/2020 17:31:26,1593192680584,-4,26/06/2020 13:31:20,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,12,5,3,Pause,Zone1,fixation,754,null,,null,,0,1,0,,,false,2,2,Acceptability Judgment,The| |people| |disliked| |Harry's| |about| |jokes| |the| |Queen.,C.PS.U.12,
105,1593192686955,26/06/2020 17:31:26,1593192681249,-4,26/06/2020 13:31:21,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,12,5,4,Explicit Judgment,responseB,response_keyboard_single,658.9999999999927,null,,2,1,0,1,0,,,false,2,2,Acceptability Judgment,The| |people| |disliked| |Harry's| |about| |jokes| |the| |Queen.,C.PS.U.12,
106,1593192688302,26/06/2020 17:31:28,1593192682578,-4,26/06/2020 13:31:22,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,7,1,1,Between Blocks,advancementZone,continue_button,1317,null,,null,,0,1,0,,,false,,,Break 1,,,
107,1593192688794,26/06/2020 17:31:28,1593192683066,-4,26/06/2020 13:31:23,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,3,6,1,Fixation,fixation,fixation,499,null,,null,,0,1,0,,,false,1,1,Acceptability Judgment,His| |father| |said| |the| |car| |needs| |washed| |in| |the| |driveway.,T.N.D.10,
108,1593192689076,26/06/2020 17:31:29,1593192683367,-4,26/06/2020 13:31:23,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,3,6,2,RSVP,Zone1,reading,301,null,,His,1,0,1,0,,,false,1,1,Acceptability Judgment,His| |father| |said| |the| |car| |needs| |washed| |in| |the| |driveway.,T.N.D.10,
109,1593192689388,26/06/2020 17:31:29,1593192683667,-4,26/06/2020 13:31:23,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,3,6,2,RSVP,Zone1,reading,301,null,, ,2,0,1,0,,,false,1,1,Acceptability Judgment,His| |father| |said| |the| |car| |needs| |washed| |in| |the| |driveway.,T.N.D.10,
110,1593192689685,26/06/2020 17:31:29,1593192683967,-4,26/06/2020 13:31:23,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,3,6,2,RSVP,Zone1,reading,299,null,,father,3,0,1,0,,,false,1,1,Acceptability Judgment,His| |father| |said| |the| |car| |needs| |washed| |in| |the| |driveway.,T.N.D.10,
111,1593192689981,26/06/2020 17:31:29,1593192684267,-4,26/06/2020 13:31:24,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,3,6,2,RSVP,Zone1,reading,300,null,, ,4,0,1,0,,,false,1,1,Acceptability Judgment,His| |father| |said| |the| |car| |needs| |washed| |in| |the| |driveway.,T.N.D.10,
112,1593192690279,26/06/2020 17:31:30,1593192684567,-4,26/06/2020 13:31:24,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,3,6,2,RSVP,Zone1,reading,300,null,,said,5,0,1,0,,,false,1,1,Acceptability Judgment,His| |father| |said| |the| |car| |needs| |washed| |in| |the| |driveway.,T.N.D.10,
113,1593192690591,26/06/2020 17:31:30,1593192684867,-4,26/06/2020 13:31:24,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,3,6,2,RSVP,Zone1,reading,300,null,, ,6,0,1,0,,,false,1,1,Acceptability Judgment,His| |father| |said| |the| |car| |needs| |washed| |in| |the| |driveway.,T.N.D.10,
114,1593192690895,26/06/2020 17:31:30,1593192685167,-4,26/06/2020 13:31:25,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,3,6,2,RSVP,Zone1,reading,301,null,,the,7,0,1,0,,,false,1,1,Acceptability Judgment,His| |father| |said| |the| |car| |needs| |washed| |in| |the| |driveway.,T.N.D.10,
115,1593192691178,26/06/2020 17:31:31,1593192685467,-4,26/06/2020 13:31:25,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,3,6,2,RSVP,Zone1,reading,299,null,, ,8,0,1,0,,,false,1,1,Acceptability Judgment,His| |father| |said| |the| |car| |needs| |washed| |in| |the| |driveway.,T.N.D.10,
116,1593192691496,26/06/2020 17:31:31,1593192685769,-4,26/06/2020 13:31:25,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,3,6,2,RSVP,Zone1,reading,303,null,,car,9,0,1,0,,,false,1,1,Acceptability Judgment,His| |father| |said| |the| |car| |needs| |washed| |in| |the| |driveway.,T.N.D.10,
117,1593192691787,26/06/2020 17:31:31,1593192686069,-4,26/06/2020 13:31:26,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,3,6,2,RSVP,Zone1,reading,300,null,, ,10,0,1,0,,,false,1,1,Acceptability Judgment,His| |father| |said| |the| |car| |needs| |washed| |in| |the| |driveway.,T.N.D.10,
