Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-54mp,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,sentence,Label,
11,1593192656433,26/06/2020 17:30:56,1593192650708,-4,26/06/2020 13:30:50,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,10,1,2,RSVP,Zone1,reading,304,null,, ,8,0,1,0,,,false,2,2,Acceptability Judgment,The| |chef| |said| |the| |vegetables| |need| |slicer| |before| |being| |cooked.,T.N.U.14,
12,1593192656732,26/06/2020 17:30:56,1593192651008,-4,26/06/2020 13:30:51,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,10,1,2,RSVP,Zone1,reading,300,null,,vegetables,9,0,1,0,,,false,2,2,Acceptability Judgment,The| |chef| |said| |the| |vegetables| |need| |slicer| |before| |being| |cooked.,T.N.U.14,
13,1593192657045,26/06/2020 17:30:57,1593192651308,-4,26/06/2020 13:30:51,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,10,1,2,RSVP,Zone1,reading,300,null,, ,10,0,1,0,,,false,2,2,Acceptability Judgment,The| |chef| |said| |the| |vegetables| |need| |slicer| |before| |being| |cooked.,T.N.U.14,
14,1593192657327,26/06/2020 17:30:57,1593192651607,-4,26/06/2020 13:30:51,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,10,1,2,RSVP,Zone1,reading,299,null,,need,11,0,1,0,,,false,2,2,Acceptability Judgment,The| |chef| |said| |the| |vegetables| |need| |slicer| |before| |being| |cooked.,T.N.U.14,
15,1593192657639,26/06/2020 17:30:57,1593192651908,-4,26/06/2020 13:30:51,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,10,1,2,RSVP,Zone1,reading,301,null,, ,12,0,1,0,,,false,2,2,Acceptability Judgment,The| |chef| |said| |the| |vegetables| |need| |slicer| |before| |being| |cooked.,T.N.U.14,
16,1593192657920,26/06/2020 17:30:57,1593192652208,-4,26/06/2020 13:30:52,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,10,1,2,RSVP,Zone1,reading,300,null,,slicer,13,0,1,0,,,false,2,2,Acceptability Judgment,The| |chef| |said| |the| |vegetables| |need| |slicer| |before| |being| |cooked.,T.N.U.14,
17,1593192658233,26/06/2020 17:30:58,1593192652508,-4,26/06/2020 13:30:52,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,10,1,2,RSVP,Zone1,reading,300,null,, ,14,0,1,0,,,false,2,2,Acceptability Judgment,The| |chef| |said| |the| |vegetables| |need| |slicer| |before| |being| |cooked.,T.N.U.14,
18,1593192658529,26/06/2020 17:30:58,1593192652808,-4,26/06/2020 13:30:52,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,10,1,2,RSVP,Zone1,reading,300,null,,before,15,0,1,0,,,false,2,2,Acceptability Judgment,The| |chef| |said| |the| |vegetables| |need| |slicer| |before| |being| |cooked.,T.N.U.14,
19,1593192658810,26/06/2020 17:30:58,1593192653108,-4,26/06/2020 13:30:53,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,10,1,2,RSVP,Zone1,reading,300,null,, ,16,0,1,0,,,false,2,2,Acceptability Judgment,The| |chef| |said| |the| |vegetables| |need| |slicer| |before| |being| |cooked.,T.N.U.14,
20,1593192659139,26/06/2020 17:30:59,1593192653408,-4,26/06/2020 13:30:53,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,10,1,2,RSVP,Zone1,reading,300,null,,being,17,0,1,0,,,false,2,2,Acceptability Judgment,The| |chef| |said| |the| |vegetables| |need| |slicer| |before| |being| |cooked.,T.N.U.14,
21,1593192659420,26/06/2020 17:30:59,1593192653708,-4,26/06/2020 13:30:53,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,10,1,2,RSVP,Zone1,reading,300,null,, ,18,0,1,0,,,false,2,2,Acceptability Judgment,The| |chef| |said| |the| |vegetables| |need| |slicer| |before| |being| |cooked.,T.N.U.14,
22,1593192659717,26/06/2020 17:30:59,1593192654008,-4,26/06/2020 13:30:54,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,10,1,2,RSVP,Zone1,reading,300,null,,cooked.,19,0,1,0,,,false,2,2,Acceptability Judgment,The| |chef| |said| |the| |vegetables| |need| |slicer| |before| |being| |cooked.,T.N.U.14,
23,1593192659905,26/06/2020 17:30:59,1593192654010,-4,26/06/2020 13:30:54,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,10,1,2,RSVP,Zone1,reading,5704,null,,Content End,,0,1,0,,,true,2,2,Acceptability Judgment,The| |chef| |said| |the| |vegetables| |need| |slicer| |before| |being| |cooked.,T.N.U.14,
24,1593192660482,26/06/2020 17:31:00,1593192654759,-4,26/06/2020 13:30:54,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,10,1,3,Pause,Zone1,fixation,750,null,,null,,0,1,0,,,false,2,2,Acceptability Judgment,The| |chef| |said| |the| |vegetables| |need| |slicer| |before| |being| |cooked.,T.N.U.14,
25,1593192661107,26/06/2020 17:31:01,1593192655384,-4,26/06/2020 13:30:55,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,10,1,4,Explicit Judgment,responseA,response_keyboard_single,619,null,,1,1,0,1,0,,,false,2,2,Acceptability Judgment,The| |chef| |said| |the| |vegetables| |need| |slicer| |before| |being| |cooked.,T.N.U.14,
26,1593192661592,26/06/2020 17:31:01,1593192655878,-4,26/06/2020 13:30:55,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,11,2,1,Fixation,fixation,fixation,504,null,,null,,0,1,0,,,false,2,2,Acceptability Judgment,The| |editor| |published| |Harry's| |report| |about| |obesity.,C.PS.G.08,
27,1593192661889,26/06/2020 17:31:01,1593192656179,-4,26/06/2020 13:30:56,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,11,2,2,RSVP,Zone1,reading,301,null,,The,1,0,1,0,,,false,2,2,Acceptability Judgment,The| |editor| |published| |Harry's| |report| |about| |obesity.,C.PS.G.08,
28,1593192662186,26/06/2020 17:31:02,1593192656479,-4,26/06/2020 13:30:56,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,11,2,2,RSVP,Zone1,reading,300,null,, ,2,0,1,0,,,false,2,2,Acceptability Judgment,The| |editor| |published| |Harry's| |report| |about| |obesity.,C.PS.G.08,
29,1593192662499,26/06/2020 17:31:02,1593192656779,-4,26/06/2020 13:30:56,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,11,2,2,RSVP,Zone1,reading,300,null,,editor,3,0,1,0,,,false,2,2,Acceptability Judgment,The| |editor| |published| |Harry's| |report| |about| |obesity.,C.PS.G.08,
30,1593192662796,26/06/2020 17:31:02,1593192657079,-4,26/06/2020 13:30:57,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,11,2,2,RSVP,Zone1,reading,300,null,, ,4,0,1,0,,,false,2,2,Acceptability Judgment,The| |editor| |published| |Harry's| |report| |about| |obesity.,C.PS.G.08,
31,1593192663092,26/06/2020 17:31:03,1593192657379,-4,26/06/2020 13:30:57,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,11,2,2,RSVP,Zone1,reading,300,null,,published,5,0,1,0,,,false,2,2,Acceptability Judgment,The| |editor| |published| |Harry's| |report| |about| |obesity.,C.PS.G.08,
32,1593192663396,26/06/2020 17:31:03,1593192657679,-4,26/06/2020 13:30:57,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,11,2,2,RSVP,Zone1,reading,300,null,, ,6,0,1,0,,,false,2,2,Acceptability Judgment,The| |editor| |published| |Harry's| |report| |about| |obesity.,C.PS.G.08,
33,1593192663692,26/06/2020 17:31:03,1593192657979,-4,26/06/2020 13:30:57,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,11,2,2,RSVP,Zone1,reading,300,null,,Harry's,7,0,1,0,,,false,2,2,Acceptability Judgment,The| |editor| |published| |Harry's| |report| |about| |obesity.,C.PS.G.08,
34,1593192663990,26/06/2020 17:31:03,1593192658279,-4,26/06/2020 13:30:58,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,11,2,2,RSVP,Zone1,reading,300,null,, ,8,0,1,0,,,false,2,2,Acceptability Judgment,The| |editor| |published| |Harry's| |report| |about| |obesity.,C.PS.G.08,
35,1593192664302,26/06/2020 17:31:04,1593192658579,-4,26/06/2020 13:30:58,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,11,2,2,RSVP,Zone1,reading,300,null,,report,9,0,1,0,,,false,2,2,Acceptability Judgment,The| |editor| |published| |Harry's| |report| |about| |obesity.,C.PS.G.08,
36,1593192664599,26/06/2020 17:31:04,1593192658878,-4,26/06/2020 13:30:58,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,11,2,2,RSVP,Zone1,reading,299,null,, ,10,0,1,0,,,false,2,2,Acceptability Judgment,The| |editor| |published| |Harry's| |report| |about| |obesity.,C.PS.G.08,
37,1593192664902,26/06/2020 17:31:04,1593192659179,-4,26/06/2020 13:30:59,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,11,2,2,RSVP,Zone1,reading,301,null,,about,11,0,1,0,,,false,2,2,Acceptability Judgment,The| |editor| |published| |Harry's| |report| |about| |obesity.,C.PS.G.08,
38,1593192665230,26/06/2020 17:31:05,1593192659479,-4,26/06/2020 13:30:59,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,11,2,2,RSVP,Zone1,reading,300,null,, ,12,0,1,0,,,false,2,2,Acceptability Judgment,The| |editor| |published| |Harry's| |report| |about| |obesity.,C.PS.G.08,
39,1593192665589,26/06/2020 17:31:05,1593192659779,-4,26/06/2020 13:30:59,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,11,2,2,RSVP,Zone1,reading,300,null,,obesity.,13,0,1,0,,,false,2,2,Acceptability Judgment,The| |editor| |published| |Harry's| |report| |about| |obesity.,C.PS.G.08,
40,1593192665730,26/06/2020 17:31:05,1593192659781,-4,26/06/2020 13:30:59,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,11,2,2,RSVP,Zone1,reading,3901,null,,Content End,,0,1,0,,,true,2,2,Acceptability Judgment,The| |editor| |published| |Harry's| |report| |about| |obesity.,C.PS.G.08,
41,1593192666245,26/06/2020 17:31:06,1593192660533,-4,26/06/2020 13:31:00,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,11,2,3,Pause,Zone1,fixation,753,null,,null,,0,1,0,,,false,2,2,Acceptability Judgment,The| |editor| |published| |Harry's| |report| |about| |obesity.,C.PS.G.08,
42,1593192666371,26/06/2020 17:31:06,1593192660564,-4,26/06/2020 13:31:00,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,11,2,4,Explicit Judgment,Zone1,response_keyboard_single,25,null,,4,1,0,1,0,,,false,2,2,Acceptability Judgment,The| |editor| |published| |Harry's| |report| |about| |obesity.,C.PS.G.08,
43,1593192666777,26/06/2020 17:31:06,1593192661051,-4,26/06/2020 13:31:01,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,9,3,1,Fixation,fixation,fixation,501,null,,null,,0,1,0,,,false,2,2,Acceptability Judgment,Their| |coach| |explained| |the| |players| |need| |stretched| |during| |warmups.,T.N.D.16,
44,1593192667058,26/06/2020 17:31:07,1593192661349,-4,26/06/2020 13:31:01,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,9,3,2,RSVP,Zone1,reading,299,null,,Their,1,0,1,0,,,false,2,2,Acceptability Judgment,Their| |coach| |explained| |the| |players| |need| |stretched| |during| |warmups.,T.N.D.16,
45,1593192667374,26/06/2020 17:31:07,1593192661650,-4,26/06/2020 13:31:01,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,9,3,2,RSVP,Zone1,reading,301,null,, ,2,0,1,0,,,false,2,2,Acceptability Judgment,Their| |coach| |explained| |the| |players| |need| |stretched| |during| |warmups.,T.N.D.16,
46,1593192667667,26/06/2020 17:31:07,1593192661951,-4,26/06/2020 13:31:01,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,9,3,2,RSVP,Zone1,reading,300,null,,coach,3,0,1,0,,,false,2,2,Acceptability Judgment,Their| |coach| |explained| |the| |players| |need| |stretched| |during| |warmups.,T.N.D.16,
47,1593192667964,26/06/2020 17:31:07,1593192662250,-4,26/06/2020 13:31:02,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,9,3,2,RSVP,Zone1,reading,300,null,, ,4,0,1,0,,,false,2,2,Acceptability Judgment,Their| |coach| |explained| |the| |players| |need| |stretched| |during| |warmups.,T.N.D.16,
48,1593192668261,26/06/2020 17:31:08,1593192662550,-4,26/06/2020 13:31:02,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,9,3,2,RSVP,Zone1,reading,300,null,,explained,5,0,1,0,,,false,2,2,Acceptability Judgment,Their| |coach| |explained| |the| |players| |need| |stretched| |during| |warmups.,T.N.D.16,
49,1593192668561,26/06/2020 17:31:08,1593192662850,-4,26/06/2020 13:31:02,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,9,3,2,RSVP,Zone1,reading,300,null,, ,6,0,1,0,,,false,2,2,Acceptability Judgment,Their| |coach| |explained| |the| |players| |need| |stretched| |during| |warmups.,T.N.D.16,
50,1593192668858,26/06/2020 17:31:08,1593192663150,-4,26/06/2020 13:31:03,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,9,3,2,RSVP,Zone1,reading,300,null,,the,7,0,1,0,,,false,2,2,Acceptability Judgment,Their| |coach| |explained| |the| |players| |need| |stretched| |during| |warmups.,T.N.D.16,
51,1593192669167,26/06/2020 17:31:09,1593192663450,-4,26/06/2020 13:31:03,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,9,3,2,RSVP,Zone1,reading,300,null,, ,8,0,1,0,,,false,2,2,Acceptability Judgment,Their| |coach| |explained| |the| |players| |need| |stretched| |during| |warmups.,T.N.D.16,
52,1593192669483,26/06/2020 17:31:09,1593192663749,-4,26/06/2020 13:31:03,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,9,3,2,RSVP,Zone1,reading,299,null,,players,9,0,1,0,,,false,2,2,Acceptability Judgment,Their| |coach| |explained| |the| |players| |need| |stretched| |during| |warmups.,T.N.D.16,
53,1593192669769,26/06/2020 17:31:09,1593192664050,-4,26/06/2020 13:31:04,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,9,3,2,RSVP,Zone1,reading,301,null,, ,10,0,1,0,,,false,2,2,Acceptability Judgment,Their| |coach| |explained| |the| |players| |need| |stretched| |during| |warmups.,T.N.D.16,
54,1593192670066,26/06/2020 17:31:10,1593192664350,-4,26/06/2020 13:31:04,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,9,3,2,RSVP,Zone1,reading,300,null,,need,11,0,1,0,,,false,2,2,Acceptability Judgment,Their| |coach| |explained| |the| |players| |need| |stretched| |during| |warmups.,T.N.D.16,
55,1593192670378,26/06/2020 17:31:10,1593192664650,-4,26/06/2020 13:31:04,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,9,3,2,RSVP,Zone1,reading,300,null,, ,12,0,1,0,,,false,2,2,Acceptability Judgment,Their| |coach| |explained| |the| |players| |need| |stretched| |during| |warmups.,T.N.D.16,
56,1593192670675,26/06/2020 17:31:10,1593192664950,-4,26/06/2020 13:31:04,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,9,3,2,RSVP,Zone1,reading,300,null,,stretched,13,0,1,0,,,false,2,2,Acceptability Judgment,Their| |coach| |explained| |the| |players| |need| |stretched| |during| |warmups.,T.N.D.16,
57,1593192670972,26/06/2020 17:31:10,1593192665250,-4,26/06/2020 13:31:05,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,9,3,2,RSVP,Zone1,reading,300,null,, ,14,0,1,0,,,false,2,2,Acceptability Judgment,Their| |coach| |explained| |the| |players| |need| |stretched| |during| |warmups.,T.N.D.16,
58,1593192671269,26/06/2020 17:31:11,1593192665554,-4,26/06/2020 13:31:05,18296,9,task-unoq,,5796969,,1628844,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,9,3,2,RSVP,Zone1,reading,304,null,,during,15,0,1,0,,,false,2,2,Acceptability Judgment,Their| |coach| |explained| |the| |players| |need| |stretched| |during| |warmups.,T.N.D.16,
