Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-54mp,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,sentence
13,1592934590909,23/06/2020 17:49:50,1592934590078,-4,23/06/2020 13:49:50,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,2,1,2,ReadingPres,Zone1,reading,333.53200000000106,null,,and,10,0,1,0,,,false,1,1,Trial,The|dentist|explained|the|teeth|need|washing|both|morning|and|night.
14,1592934591208,23/06/2020 17:49:51,1592934590398,-4,23/06/2020 13:49:50,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,2,1,2,ReadingPres,Zone1,reading,317.0650000000005,null,,night.,11,0,1,0,,,false,1,1,Trial,The|dentist|explained|the|teeth|need|washing|both|morning|and|night.
15,1592934591349,23/06/2020 17:49:51,1592934590406,-4,23/06/2020 13:49:50,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,2,1,2,ReadingPres,Zone1,reading,4438.175000000001,null,,Content End,,0,1,0,,,true,1,1,Trial,The|dentist|explained|the|teeth|need|washing|both|morning|and|night.
16,1592934591958,23/06/2020 17:49:51,1592934591134,-4,23/06/2020 13:49:51,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,2,1,3,BlankScreen,Zone1,fixation,750.9039999999986,null,,null,,0,1,0,,,false,1,1,Trial,The|dentist|explained|the|teeth|need|washing|both|morning|and|night.
17,1592934592568,23/06/2020 17:49:52,1592934591741,-4,23/06/2020 13:49:51,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,2,1,4,JudgmentResponse,Zone5,response_keyboard_single,582.7250000002095,null,,4,1,0,1,0,,,false,1,1,Trial,The|dentist|explained|the|teeth|need|washing|both|morning|and|night.
18,1592934592895,23/06/2020 17:49:52,1592934592084,-4,23/06/2020 13:49:52,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,4,2,1,Fixation,fixation,fixation,350.3249999999989,null,,null,,0,1,0,,,false,1,1,Trial,The|director|said|that|the|lines|need|memorizer|before|the|shoot.
19,1592934593301,23/06/2020 17:49:53,1592934592462,-4,23/06/2020 13:49:52,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,4,2,2,ReadingPres,Zone1,reading,366.9390000000003,null,,The,1,0,1,0,,,false,1,1,Trial,The|director|said|that|the|lines|need|memorizer|before|the|shoot.
20,1592934593615,23/06/2020 17:49:53,1592934592801,-4,23/06/2020 13:49:52,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,4,2,2,ReadingPres,Zone1,reading,333.70600000000013,null,,director,2,0,1,0,,,false,1,1,Trial,The|director|said|that|the|lines|need|memorizer|before|the|shoot.
21,1592934593974,23/06/2020 17:49:53,1592934593137,-4,23/06/2020 13:49:53,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,4,2,2,ReadingPres,Zone1,reading,350.3279999999995,null,,said,3,0,1,0,,,false,1,1,Trial,The|director|said|that|the|lines|need|memorizer|before|the|shoot.
22,1592934594287,23/06/2020 17:49:54,1592934593472,-4,23/06/2020 13:49:53,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,4,2,2,ReadingPres,Zone1,reading,333.7669999999998,null,,that,4,0,1,0,,,false,1,1,Trial,The|director|said|that|the|lines|need|memorizer|before|the|shoot.
23,1592934594630,23/06/2020 17:49:54,1592934593805,-4,23/06/2020 13:49:53,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,4,2,2,ReadingPres,Zone1,reading,333.84200000000055,null,,the,5,0,1,0,,,false,1,1,Trial,The|director|said|that|the|lines|need|memorizer|before|the|shoot.
24,1592934594896,23/06/2020 17:49:54,1592934594082,-4,23/06/2020 13:49:54,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,4,2,2,ReadingPres,Zone1,reading,267.02000000000044,null,,lines,6,0,1,0,,,false,1,1,Trial,The|director|said|that|the|lines|need|memorizer|before|the|shoot.
25,1592934595176,23/06/2020 17:49:55,1592934594350,-4,23/06/2020 13:49:54,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,4,2,2,ReadingPres,Zone1,reading,266.96600000000035,null,,need,7,0,1,0,,,false,1,1,Trial,The|director|said|that|the|lines|need|memorizer|before|the|shoot.
26,1592934595458,23/06/2020 17:49:55,1592934594637,-4,23/06/2020 13:49:54,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,4,2,2,ReadingPres,Zone1,reading,283.5799999999999,null,,memorizer,8,0,1,0,,,false,1,1,Trial,The|director|said|that|the|lines|need|memorizer|before|the|shoot.
27,1592934595770,23/06/2020 17:49:55,1592934594955,-4,23/06/2020 13:49:54,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,4,2,2,ReadingPres,Zone1,reading,333.6299999999992,null,,before,9,0,1,0,,,false,1,1,Trial,The|director|said|that|the|lines|need|memorizer|before|the|shoot.
28,1592934596052,23/06/2020 17:49:56,1592934595243,-4,23/06/2020 13:49:55,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,4,2,2,ReadingPres,Zone1,reading,283.6270000000004,null,,the,10,0,1,0,,,false,1,1,Trial,The|director|said|that|the|lines|need|memorizer|before|the|shoot.
29,1592934596350,23/06/2020 17:49:56,1592934595532,-4,23/06/2020 13:49:55,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,4,2,2,ReadingPres,Zone1,reading,283.77299999999923,null,,shoot.,11,0,1,0,,,false,1,1,Trial,The|director|said|that|the|lines|need|memorizer|before|the|shoot.
30,1592934596490,23/06/2020 17:49:56,1592934595536,-4,23/06/2020 13:49:55,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,4,2,2,ReadingPres,Zone1,reading,3437.178,null,,Content End,,0,1,0,,,true,1,1,Trial,The|director|said|that|the|lines|need|memorizer|before|the|shoot.
31,1592934597085,23/06/2020 17:49:57,1592934596272,-4,23/06/2020 13:49:56,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,4,2,3,BlankScreen,Zone1,fixation,750.732,null,,null,,0,1,0,,,false,1,1,Trial,The|director|said|that|the|lines|need|memorizer|before|the|shoot.
32,1592934597382,23/06/2020 17:49:57,1592934596572,-4,23/06/2020 13:49:56,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,4,2,4,JudgmentResponse,Zone2,response_keyboard_single,288.47500000847504,null,,1,1,0,1,0,,,false,1,1,Trial,The|director|said|that|the|lines|need|memorizer|before|the|shoot.
33,1592934597775,23/06/2020 17:49:57,1592934596957,-4,23/06/2020 13:49:56,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,6,3,1,Fixation,fixation,fixation,400.4410000000007,null,,null,,0,1,0,,,false,1,1,Trial,The|boys|heard|Joe's|about|stories|Africa.
34,1592934598138,23/06/2020 17:49:58,1592934597319,-4,23/06/2020 13:49:57,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,6,3,2,ReadingPres,Zone1,reading,350.21600000000035,null,,The,1,0,1,0,,,false,1,1,Trial,The|boys|heard|Joe's|about|stories|Africa.
35,1592934598403,23/06/2020 17:49:58,1592934597585,-4,23/06/2020 13:49:57,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,6,3,2,ReadingPres,Zone1,reading,267.1279999999988,null,,boys,2,0,1,0,,,false,1,1,Trial,The|boys|heard|Joe's|about|stories|Africa.
36,1592934598663,23/06/2020 17:49:58,1592934597840,-4,23/06/2020 13:49:57,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,6,3,2,ReadingPres,Zone1,reading,250.28199999999924,null,,heard,3,0,1,0,,,false,1,1,Trial,The|boys|heard|Joe's|about|stories|Africa.
37,1592934598945,23/06/2020 17:49:58,1592934598128,-4,23/06/2020 13:49:58,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,6,3,2,ReadingPres,Zone1,reading,300.31900000000314,null,,Joe's,4,0,1,0,,,false,1,1,Trial,The|boys|heard|Joe's|about|stories|Africa.
38,1592934599194,23/06/2020 17:49:59,1592934598377,-4,23/06/2020 13:49:58,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,6,3,2,ReadingPres,Zone1,reading,250.137999999999,null,,about,5,0,1,0,,,false,1,1,Trial,The|boys|heard|Joe's|about|stories|Africa.
39,1592934599496,23/06/2020 17:49:59,1592934598671,-4,23/06/2020 13:49:58,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,6,3,2,ReadingPres,Zone1,reading,283.78700000000026,null,,stories,6,0,1,0,,,false,1,1,Trial,The|boys|heard|Joe's|about|stories|Africa.
40,1592934599747,23/06/2020 17:49:59,1592934598932,-4,23/06/2020 13:49:58,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,6,3,2,ReadingPres,Zone1,reading,266.9500000000007,null,,Africa.,7,0,1,0,,,false,1,1,Trial,The|boys|heard|Joe's|about|stories|Africa.
41,1592934599919,23/06/2020 17:49:59,1592934598937,-4,23/06/2020 13:49:58,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,6,3,2,ReadingPres,Zone1,reading,1968.8200000000015,null,,Content End,,0,1,0,,,true,1,1,Trial,The|boys|heard|Joe's|about|stories|Africa.
42,1592934600496,23/06/2020 17:50:00,1592934599677,-4,23/06/2020 13:49:59,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,6,3,3,BlankScreen,Zone1,fixation,750.6569999999992,null,,null,,0,1,0,,,false,1,1,Trial,The|boys|heard|Joe's|about|stories|Africa.
43,1592934600778,23/06/2020 17:50:00,1592934599973,-4,23/06/2020 13:49:59,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,6,3,4,JudgmentResponse,Zone2,response_keyboard_single,284.40999999293126,null,,1,1,0,1,0,,,false,1,1,Trial,The|boys|heard|Joe's|about|stories|Africa.
44,1592934601107,23/06/2020 17:50:01,1592934600294,-4,23/06/2020 13:50:00,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,5,4,1,Fixation,fixation,fixation,333.9259999999995,null,,null,,0,1,0,,,false,1,1,Trial,The|women|ignored|John's|complaints|about|the|noise.
45,1592934601452,23/06/2020 17:50:01,1592934600642,-4,23/06/2020 13:50:00,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,5,4,2,ReadingPres,Zone1,reading,333.71500000000015,null,,The,1,0,1,0,,,false,1,1,Trial,The|women|ignored|John's|complaints|about|the|noise.
46,1592934601764,23/06/2020 17:50:01,1592934600954,-4,23/06/2020 13:50:00,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,5,4,2,ReadingPres,Zone1,reading,317.01900000000023,null,,women,2,0,1,0,,,false,1,1,Trial,The|women|ignored|John's|complaints|about|the|noise.
47,1592934602091,23/06/2020 17:50:02,1592934601275,-4,23/06/2020 13:50:01,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,5,4,2,ReadingPres,Zone1,reading,317.02000000000044,null,,ignored,3,0,1,0,,,false,1,1,Trial,The|women|ignored|John's|complaints|about|the|noise.
48,1592934602421,23/06/2020 17:50:02,1592934601586,-4,23/06/2020 13:50:01,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,5,4,2,ReadingPres,Zone1,reading,316.98999999999796,null,,John's,4,0,1,0,,,false,1,1,Trial,The|women|ignored|John's|complaints|about|the|noise.
49,1592934602716,23/06/2020 17:50:02,1592934601891,-4,23/06/2020 13:50:01,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,5,4,2,ReadingPres,Zone1,reading,300.33500000000276,null,,complaints,5,0,1,0,,,false,1,1,Trial,The|women|ignored|John's|complaints|about|the|noise.
50,1592934603049,23/06/2020 17:50:03,1592934602220,-4,23/06/2020 13:50:02,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,5,4,2,ReadingPres,Zone1,reading,333.6980000000003,null,,about,6,0,1,0,,,false,1,1,Trial,The|women|ignored|John's|complaints|about|the|noise.
51,1592934603361,23/06/2020 17:50:03,1592934602530,-4,23/06/2020 13:50:02,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,5,4,2,ReadingPres,Zone1,reading,316.91899999999805,null,,the,7,0,1,0,,,false,1,1,Trial,The|women|ignored|John's|complaints|about|the|noise.
52,1592934603674,23/06/2020 17:50:03,1592934602866,-4,23/06/2020 13:50:02,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,5,4,2,ReadingPres,Zone1,reading,333.5709999999999,null,,noise.,8,0,1,0,,,false,1,1,Trial,The|women|ignored|John's|complaints|about|the|noise.
53,1592934603819,23/06/2020 17:50:03,1592934602868,-4,23/06/2020 13:50:02,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,5,4,2,ReadingPres,Zone1,reading,2569.267,null,,Content End,,0,1,0,,,true,1,1,Trial,The|women|ignored|John's|complaints|about|the|noise.
54,1592934604429,23/06/2020 17:50:04,1592934603614,-4,23/06/2020 13:50:03,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,5,4,3,BlankScreen,Zone1,fixation,750.976999999999,null,,null,,0,1,0,,,false,1,1,Trial,The|women|ignored|John's|complaints|about|the|noise.
55,1592934604791,23/06/2020 17:50:04,1592934603966,-4,23/06/2020 13:50:03,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,5,4,4,JudgmentResponse,Zone5,response_keyboard_single,339.72499999799766,null,,4,1,0,1,0,,,false,1,1,Trial,The|women|ignored|John's|complaints|about|the|noise.
56,1592934605135,23/06/2020 17:50:05,1592934604315,-4,23/06/2020 13:50:04,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,3,5,1,Fixation,fixation,fixation,350.5040000000008,null,,null,,0,1,0,,,false,1,1,Trial,Her|professor|noted|that|the|question|needs|answered|before|class|ends.
57,1592934605479,23/06/2020 17:50:05,1592934604665,-4,23/06/2020 13:50:04,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,3,5,2,ReadingPres,Zone1,reading,333.6899999999987,null,,Her,1,0,1,0,,,false,1,1,Trial,Her|professor|noted|that|the|question|needs|answered|before|class|ends.
58,1592934605776,23/06/2020 17:50:05,1592934604955,-4,23/06/2020 13:50:04,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,3,5,2,ReadingPres,Zone1,reading,300.4249999999993,null,,professor,2,0,1,0,,,false,1,1,Trial,Her|professor|noted|that|the|question|needs|answered|before|class|ends.
59,1592934606058,23/06/2020 17:50:06,1592934605232,-4,23/06/2020 13:50:05,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,3,5,2,ReadingPres,Zone1,reading,266.9210000000021,null,,noted,3,0,1,0,,,false,1,1,Trial,Her|professor|noted|that|the|question|needs|answered|before|class|ends.
60,1592934606322,23/06/2020 17:50:06,1592934605518,-4,23/06/2020 13:50:05,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,3,5,2,ReadingPres,Zone1,reading,300.127999999997,null,,that,4,0,1,0,,,false,1,1,Trial,Her|professor|noted|that|the|question|needs|answered|before|class|ends.
61,1592934606652,23/06/2020 17:50:06,1592934605840,-4,23/06/2020 13:50:05,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,3,5,2,ReadingPres,Zone1,reading,317.1840000000011,null,,the,5,0,1,0,,,false,1,1,Trial,Her|professor|noted|that|the|question|needs|answered|before|class|ends.
62,1592934606963,23/06/2020 17:50:06,1592934606145,-4,23/06/2020 13:50:06,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,3,5,2,ReadingPres,Zone1,reading,300.2950000000019,null,,question,6,0,1,0,,,false,1,1,Trial,Her|professor|noted|that|the|question|needs|answered|before|class|ends.
63,1592934607276,23/06/2020 17:50:07,1592934606468,-4,23/06/2020 13:50:06,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,3,5,2,ReadingPres,Zone1,reading,333.5759999999973,null,,needs,7,0,1,0,,,false,1,1,Trial,Her|professor|noted|that|the|question|needs|answered|before|class|ends.
64,1592934607621,23/06/2020 17:50:07,1592934606786,-4,23/06/2020 13:50:06,19534,4,task-41g1,,5752241,,1610697,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,SPR,9,L2,L2,3,5,2,ReadingPres,Zone1,reading,317.1670000000013,null,,answered,8,0,1,0,,,false,1,1,Trial,Her|professor|noted|that|the|question|needs|answered|before|class|ends.
