Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-54mp,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,sentence,label,TriggerWord,Label
60,1594143530838,07/07/2020 17:38:50,1594143530755,-4,07/07/2020 13:38:50,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,2,5,2,ReadingPres,Zone1,reading,300.3090000000011,null,,cook,4,0,1,0,,,false,1,1,Trial,We|could|quickly|cook|some|dinner.,,3,P.ADV.S.1
61,1594143531166,07/07/2020 17:38:51,1594143531097,-4,07/07/2020 13:38:51,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,2,5,2,ReadingPres,Zone1,reading,350.2039999999979,null,,some,5,0,1,0,,,false,1,1,Trial,We|could|quickly|cook|some|dinner.,,3,P.ADV.S.1
62,1594143531463,07/07/2020 17:38:51,1594143531393,-4,07/07/2020 13:38:51,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,2,5,2,ReadingPres,Zone1,reading,300.346000000005,null,,dinner.,6,0,1,0,,,false,1,1,Trial,We|could|quickly|cook|some|dinner.,,3,P.ADV.S.1
63,1594143531635,07/07/2020 17:38:51,1594143531397,-4,07/07/2020 13:38:51,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,2,5,2,ReadingPres,Zone1,reading,2285.757000000005,null,,Content End,,0,1,0,,,true,1,1,Trial,We|could|quickly|cook|some|dinner.,,3,P.ADV.S.1
64,1594143532213,07/07/2020 17:38:52,1594143532143,-4,07/07/2020 13:38:52,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,2,5,3,BlankScreen,Zone1,fixation,751.002999999997,null,,null,,0,1,0,,,false,1,1,Trial,We|could|quickly|cook|some|dinner.,,3,P.ADV.S.1
65,1594143532705,07/07/2020 17:38:52,1594143532632,-4,07/07/2020 13:38:52,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,2,5,4,JudgmentResponse,Zone5,response_keyboard_single,477.86500002257526,null,,4,1,0,1,0,,,false,1,1,Trial,We|could|quickly|cook|some|dinner.,,3,P.ADV.S.1
66,1594143533061,07/07/2020 17:38:53,1594143532993,-4,07/07/2020 13:38:52,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,4,6,1,Fixation,fixation,fixation,366.84100000000035,null,,null,,0,1,0,,,false,1,1,Trial,We|could|quicker|cook|some|dinner.,,3,P.ADV.U.1
67,1594143533655,07/07/2020 17:38:53,1594143533579,-4,07/07/2020 13:38:53,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,4,6,2,ReadingPres,Zone1,reading,583.9749999999985,null,,We,1,0,1,0,,,false,1,1,Trial,We|could|quicker|cook|some|dinner.,,3,P.ADV.U.1
68,1594143533984,07/07/2020 17:38:53,1594143533891,-4,07/07/2020 13:38:53,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,4,6,2,ReadingPres,Zone1,reading,300.5740000000005,null,,could,2,0,1,0,,,false,1,1,Trial,We|could|quicker|cook|some|dinner.,,3,P.ADV.U.1
69,1594143534233,07/07/2020 17:38:54,1594143534163,-4,07/07/2020 13:38:54,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,4,6,2,ReadingPres,Zone1,reading,283.6310000000012,null,,quicker,3,0,1,0,,,false,1,1,Trial,We|could|quicker|cook|some|dinner.,,3,P.ADV.U.1
70,1594143534534,07/07/2020 17:38:54,1594143534462,-4,07/07/2020 13:38:54,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,4,6,2,ReadingPres,Zone1,reading,283.67399999999907,null,,cook,4,0,1,0,,,false,1,1,Trial,We|could|quicker|cook|some|dinner.,,3,P.ADV.U.1
71,1594143534865,07/07/2020 17:38:54,1594143534793,-4,07/07/2020 13:38:54,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,4,6,2,ReadingPres,Zone1,reading,333.41599999999744,null,,some,5,0,1,0,,,false,1,1,Trial,We|could|quicker|cook|some|dinner.,,3,P.ADV.U.1
72,1594143535303,07/07/2020 17:38:55,1594143535229,-4,07/07/2020 13:38:55,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,4,6,2,ReadingPres,Zone1,reading,434.0740000000005,null,,dinner.,6,0,1,0,,,false,1,1,Trial,We|could|quicker|cook|some|dinner.,,3,P.ADV.U.1
73,1594143535460,07/07/2020 17:38:55,1594143535230,-4,07/07/2020 13:38:55,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,4,6,2,ReadingPres,Zone1,reading,2219.3439999999973,null,,Content End,,0,1,0,,,true,1,1,Trial,We|could|quicker|cook|some|dinner.,,3,P.ADV.U.1
74,1594143536038,07/07/2020 17:38:56,1594143535963,-4,07/07/2020 13:38:55,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,4,6,3,BlankScreen,Zone1,fixation,750.7989999999991,null,,null,,0,1,0,,,false,1,1,Trial,We|could|quicker|cook|some|dinner.,,3,P.ADV.U.1
75,1594143536366,07/07/2020 17:38:56,1594143536301,-4,07/07/2020 13:38:56,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,4,6,4,JudgmentResponse,Zone2,response_keyboard_single,312.26500001503155,null,,1,1,0,1,0,,,false,1,1,Trial,We|could|quicker|cook|some|dinner.,,3,P.ADV.U.1
76,1594143536725,07/07/2020 17:38:56,1594143536648,-4,07/07/2020 13:38:56,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,7,7,1,Fixation,fixation,fixation,350.4079999999958,null,,null,,0,1,0,,,false,1,1,Trial,Kelley|went|to|the|bar|and|ordered|a|cave|for|herself.,,9,F.SS.I.3
77,1594143537162,07/07/2020 17:38:57,1594143537084,-4,07/07/2020 13:38:57,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,7,7,2,ReadingPres,Zone1,reading,433.8400000000038,null,,Kelley,1,0,1,0,,,false,1,1,Trial,Kelley|went|to|the|bar|and|ordered|a|cave|for|herself.,,9,F.SS.I.3
78,1594143537412,07/07/2020 17:38:57,1594143537334,-4,07/07/2020 13:38:57,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,7,7,2,ReadingPres,Zone1,reading,250.1339999999982,null,,went,2,0,1,0,,,false,1,1,Trial,Kelley|went|to|the|bar|and|ordered|a|cave|for|herself.,,9,F.SS.I.3
79,1594143537647,07/07/2020 17:38:57,1594143537575,-4,07/07/2020 13:38:57,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,7,7,2,ReadingPres,Zone1,reading,233.76499999999942,null,,to,3,0,1,0,,,false,1,1,Trial,Kelley|went|to|the|bar|and|ordered|a|cave|for|herself.,,9,F.SS.I.3
80,1594143537897,07/07/2020 17:38:57,1594143537819,-4,07/07/2020 13:38:57,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,7,7,2,ReadingPres,Zone1,reading,250.24900000000343,null,,the,4,0,1,0,,,false,1,1,Trial,Kelley|went|to|the|bar|and|ordered|a|cave|for|herself.,,9,F.SS.I.3
81,1594143538131,07/07/2020 17:38:58,1594143538058,-4,07/07/2020 13:38:58,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,7,7,2,ReadingPres,Zone1,reading,233.34599999999773,null,,bar,5,0,1,0,,,false,1,1,Trial,Kelley|went|to|the|bar|and|ordered|a|cave|for|herself.,,9,F.SS.I.3
82,1594143538381,07/07/2020 17:38:58,1594143538309,-4,07/07/2020 13:38:58,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,7,7,2,ReadingPres,Zone1,reading,250.3770000000004,null,,and,6,0,1,0,,,false,1,1,Trial,Kelley|went|to|the|bar|and|ordered|a|cave|for|herself.,,9,F.SS.I.3
83,1594143538616,07/07/2020 17:38:58,1594143538549,-4,07/07/2020 13:38:58,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,7,7,2,ReadingPres,Zone1,reading,233.55799999999726,null,,ordered,7,0,1,0,,,false,1,1,Trial,Kelley|went|to|the|bar|and|ordered|a|cave|for|herself.,,9,F.SS.I.3
84,1594143538866,07/07/2020 17:38:58,1594143538785,-4,07/07/2020 13:38:58,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,7,7,2,ReadingPres,Zone1,reading,250.46500000000378,null,,a,8,0,1,0,,,false,1,1,Trial,Kelley|went|to|the|bar|and|ordered|a|cave|for|herself.,,9,F.SS.I.3
85,1594143539084,07/07/2020 17:38:59,1594143539025,-4,07/07/2020 13:38:59,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,7,7,2,ReadingPres,Zone1,reading,233.3839999999982,null,,cave,9,0,1,0,,,false,1,1,Trial,Kelley|went|to|the|bar|and|ordered|a|cave|for|herself.,,9,F.SS.I.3
86,1594143539428,07/07/2020 17:38:59,1594143539345,-4,07/07/2020 13:38:59,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,7,7,2,ReadingPres,Zone1,reading,317.1049999999959,null,,for,10,0,1,0,,,false,1,1,Trial,Kelley|went|to|the|bar|and|ordered|a|cave|for|herself.,,9,F.SS.I.3
87,1594143539678,07/07/2020 17:38:59,1594143539611,-4,07/07/2020 13:38:59,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,7,7,2,ReadingPres,Zone1,reading,267.0500000000029,null,,herself.,11,0,1,0,,,false,1,1,Trial,Kelley|went|to|the|bar|and|ordered|a|cave|for|herself.,,9,F.SS.I.3
88,1594143539834,07/07/2020 17:38:59,1594143539615,-4,07/07/2020 13:38:59,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,7,7,2,ReadingPres,Zone1,reading,2953.273000000001,null,,Content End,,0,1,0,,,true,1,1,Trial,Kelley|went|to|the|bar|and|ordered|a|cave|for|herself.,,9,F.SS.I.3
89,1594143540428,07/07/2020 17:39:00,1594143540352,-4,07/07/2020 13:39:00,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,7,7,3,BlankScreen,Zone1,fixation,750.775999999998,null,,null,,0,1,0,,,false,1,1,Trial,Kelley|went|to|the|bar|and|ordered|a|cave|for|herself.,,9,F.SS.I.3
90,1594143540803,07/07/2020 17:39:00,1594143540715,-4,07/07/2020 13:39:00,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,7,7,4,JudgmentResponse,Zone2,response_keyboard_single,334.55999998841435,null,,1,1,0,1,0,,,false,1,1,Trial,Kelley|went|to|the|bar|and|ordered|a|cave|for|herself.,,9,F.SS.I.3
91,1594143544450,07/07/2020 17:39:04,1594143544376,-4,07/07/2020 13:39:04,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,Practice,9,1,1,Transition,advancementZone,continue_button,3639.329999976326,null,,null,,0,1,0,,,false,,,EndPractice,,,,
92,1594143544622,07/07/2020 17:39:04,1594143544385,-4,07/07/2020 13:39:04,19534,7,task-3sz3,,5952531,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,,,END TASK,,,,,58824,,,,,0,1,0,,,,,,,,,,
END OF FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
