Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-54mp,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,sentence,Label,
254,1593192392685,26/06/2020 17:26:32,1593192386972,-4,26/06/2020 13:26:26,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,16,12,2,RSVP,Zone1,reading,300,null,, ,14,0,1,0,,,false,3,3,Acceptability Judgment,My| |friend| |said| |the| |last| |episode| |needs| |watcher| |before| |the| |season| |finale| |airs.,T.N.U.114,
255,1593192392982,26/06/2020 17:26:32,1593192387272,-4,26/06/2020 13:26:27,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,16,12,2,RSVP,Zone1,reading,300,null,,watcher,15,0,1,0,,,false,3,3,Acceptability Judgment,My| |friend| |said| |the| |last| |episode| |needs| |watcher| |before| |the| |season| |finale| |airs.,T.N.U.114,
256,1593192393279,26/06/2020 17:26:33,1593192387572,-4,26/06/2020 13:26:27,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,16,12,2,RSVP,Zone1,reading,300,null,, ,16,0,1,0,,,false,3,3,Acceptability Judgment,My| |friend| |said| |the| |last| |episode| |needs| |watcher| |before| |the| |season| |finale| |airs.,T.N.U.114,
257,1593192393591,26/06/2020 17:26:33,1593192387872,-4,26/06/2020 13:26:27,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,16,12,2,RSVP,Zone1,reading,300,null,,before,17,0,1,0,,,false,3,3,Acceptability Judgment,My| |friend| |said| |the| |last| |episode| |needs| |watcher| |before| |the| |season| |finale| |airs.,T.N.U.114,
258,1593192393904,26/06/2020 17:26:33,1593192388172,-4,26/06/2020 13:26:28,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,16,12,2,RSVP,Zone1,reading,300,null,, ,18,0,1,0,,,false,3,3,Acceptability Judgment,My| |friend| |said| |the| |last| |episode| |needs| |watcher| |before| |the| |season| |finale| |airs.,T.N.U.114,
259,1593192394185,26/06/2020 17:26:34,1593192388472,-4,26/06/2020 13:26:28,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,16,12,2,RSVP,Zone1,reading,300,null,,the,19,0,1,0,,,false,3,3,Acceptability Judgment,My| |friend| |said| |the| |last| |episode| |needs| |watcher| |before| |the| |season| |finale| |airs.,T.N.U.114,
260,1593192394497,26/06/2020 17:26:34,1593192388772,-4,26/06/2020 13:26:28,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,16,12,2,RSVP,Zone1,reading,300,null,, ,20,0,1,0,,,false,3,3,Acceptability Judgment,My| |friend| |said| |the| |last| |episode| |needs| |watcher| |before| |the| |season| |finale| |airs.,T.N.U.114,
261,1593192394779,26/06/2020 17:26:34,1593192389072,-4,26/06/2020 13:26:29,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,16,12,2,RSVP,Zone1,reading,300,null,,season,21,0,1,0,,,false,3,3,Acceptability Judgment,My| |friend| |said| |the| |last| |episode| |needs| |watcher| |before| |the| |season| |finale| |airs.,T.N.U.114,
262,1593192395107,26/06/2020 17:26:35,1593192389372,-4,26/06/2020 13:26:29,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,16,12,2,RSVP,Zone1,reading,300,null,, ,22,0,1,0,,,false,3,3,Acceptability Judgment,My| |friend| |said| |the| |last| |episode| |needs| |watcher| |before| |the| |season| |finale| |airs.,T.N.U.114,
263,1593192395373,26/06/2020 17:26:35,1593192389672,-4,26/06/2020 13:26:29,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,16,12,2,RSVP,Zone1,reading,300,null,,finale,23,0,1,0,,,false,3,3,Acceptability Judgment,My| |friend| |said| |the| |last| |episode| |needs| |watcher| |before| |the| |season| |finale| |airs.,T.N.U.114,
264,1593192395685,26/06/2020 17:26:35,1593192389972,-4,26/06/2020 13:26:29,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,16,12,2,RSVP,Zone1,reading,300,null,, ,24,0,1,0,,,false,3,3,Acceptability Judgment,My| |friend| |said| |the| |last| |episode| |needs| |watcher| |before| |the| |season| |finale| |airs.,T.N.U.114,
265,1593192395997,26/06/2020 17:26:35,1593192390277,-4,26/06/2020 13:26:30,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,16,12,2,RSVP,Zone1,reading,305,null,,airs.,25,0,1,0,,,false,3,3,Acceptability Judgment,My| |friend| |said| |the| |last| |episode| |needs| |watcher| |before| |the| |season| |finale| |airs.,T.N.U.114,
266,1593192396138,26/06/2020 17:26:36,1593192390278,-4,26/06/2020 13:26:30,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,16,12,2,RSVP,Zone1,reading,7509,null,,Content End,,0,1,0,,,true,3,3,Acceptability Judgment,My| |friend| |said| |the| |last| |episode| |needs| |watcher| |before| |the| |season| |finale| |airs.,T.N.U.114,
267,1593192396748,26/06/2020 17:26:36,1593192391027,-4,26/06/2020 13:26:31,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,16,12,3,Pause,Zone1,fixation,749,null,,null,,0,1,0,,,false,3,3,Acceptability Judgment,My| |friend| |said| |the| |last| |episode| |needs| |watcher| |before| |the| |season| |finale| |airs.,T.N.U.114,
268,1593192397341,26/06/2020 17:26:37,1593192391642,-4,26/06/2020 13:26:31,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,16,12,4,Explicit Judgment,Zone2,response_keyboard_single,608.9999999999854,null,,3,1,0,1,0,,,false,3,3,Acceptability Judgment,My| |friend| |said| |the| |last| |episode| |needs| |watcher| |before| |the| |season| |finale| |airs.,T.N.U.114,
269,1593192397904,26/06/2020 17:26:37,1593192392127,-4,26/06/2020 13:26:32,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,17,13,1,Fixation,fixation,fixation,500,null,,null,,0,1,0,,,false,3,3,Acceptability Judgment,Chris| |stole| |his| |sister's| |doll| |at| |the| |breakfast| |table.,C.PS.G.118,
270,1593192398139,26/06/2020 17:26:38,1593192392426,-4,26/06/2020 13:26:32,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,17,13,2,RSVP,Zone1,reading,300,null,,Chris,1,0,1,0,,,false,3,3,Acceptability Judgment,Chris| |stole| |his| |sister's| |doll| |at| |the| |breakfast| |table.,C.PS.G.118,
271,1593192398436,26/06/2020 17:26:38,1593192392726,-4,26/06/2020 13:26:32,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,17,13,2,RSVP,Zone1,reading,300,null,, ,2,0,1,0,,,false,3,3,Acceptability Judgment,Chris| |stole| |his| |sister's| |doll| |at| |the| |breakfast| |table.,C.PS.G.118,
272,1593192398748,26/06/2020 17:26:38,1593192393026,-4,26/06/2020 13:26:33,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,17,13,2,RSVP,Zone1,reading,300,null,,stole,3,0,1,0,,,false,3,3,Acceptability Judgment,Chris| |stole| |his| |sister's| |doll| |at| |the| |breakfast| |table.,C.PS.G.118,
273,1593192399029,26/06/2020 17:26:39,1593192393326,-4,26/06/2020 13:26:33,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,17,13,2,RSVP,Zone1,reading,300,null,, ,4,0,1,0,,,false,3,3,Acceptability Judgment,Chris| |stole| |his| |sister's| |doll| |at| |the| |breakfast| |table.,C.PS.G.118,
274,1593192399341,26/06/2020 17:26:39,1593192393626,-4,26/06/2020 13:26:33,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,17,13,2,RSVP,Zone1,reading,300,null,,his,5,0,1,0,,,false,3,3,Acceptability Judgment,Chris| |stole| |his| |sister's| |doll| |at| |the| |breakfast| |table.,C.PS.G.118,
275,1593192399639,26/06/2020 17:26:39,1593192393926,-4,26/06/2020 13:26:33,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,17,13,2,RSVP,Zone1,reading,300,null,, ,6,0,1,0,,,false,3,3,Acceptability Judgment,Chris| |stole| |his| |sister's| |doll| |at| |the| |breakfast| |table.,C.PS.G.118,
276,1593192399936,26/06/2020 17:26:39,1593192394226,-4,26/06/2020 13:26:34,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,17,13,2,RSVP,Zone1,reading,300,null,,sister's,7,0,1,0,,,false,3,3,Acceptability Judgment,Chris| |stole| |his| |sister's| |doll| |at| |the| |breakfast| |table.,C.PS.G.118,
277,1593192400248,26/06/2020 17:26:40,1593192394525,-4,26/06/2020 13:26:34,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,17,13,2,RSVP,Zone1,reading,299,null,, ,8,0,1,0,,,false,3,3,Acceptability Judgment,Chris| |stole| |his| |sister's| |doll| |at| |the| |breakfast| |table.,C.PS.G.118,
278,1593192400545,26/06/2020 17:26:40,1593192394826,-4,26/06/2020 13:26:34,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,17,13,2,RSVP,Zone1,reading,301,null,,doll,9,0,1,0,,,false,3,3,Acceptability Judgment,Chris| |stole| |his| |sister's| |doll| |at| |the| |breakfast| |table.,C.PS.G.118,
279,1593192400843,26/06/2020 17:26:40,1593192395126,-4,26/06/2020 13:26:35,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,17,13,2,RSVP,Zone1,reading,300,null,, ,10,0,1,0,,,false,3,3,Acceptability Judgment,Chris| |stole| |his| |sister's| |doll| |at| |the| |breakfast| |table.,C.PS.G.118,
280,1593192401140,26/06/2020 17:26:41,1593192395430,-4,26/06/2020 13:26:35,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,17,13,2,RSVP,Zone1,reading,304,null,,at,11,0,1,0,,,false,3,3,Acceptability Judgment,Chris| |stole| |his| |sister's| |doll| |at| |the| |breakfast| |table.,C.PS.G.118,
281,1593192401441,26/06/2020 17:26:41,1593192395730,-4,26/06/2020 13:26:35,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,17,13,2,RSVP,Zone1,reading,300,null,, ,12,0,1,0,,,false,3,3,Acceptability Judgment,Chris| |stole| |his| |sister's| |doll| |at| |the| |breakfast| |table.,C.PS.G.118,
282,1593192401737,26/06/2020 17:26:41,1593192396030,-4,26/06/2020 13:26:36,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,17,13,2,RSVP,Zone1,reading,300,null,,the,13,0,1,0,,,false,3,3,Acceptability Judgment,Chris| |stole| |his| |sister's| |doll| |at| |the| |breakfast| |table.,C.PS.G.118,
283,1593192402050,26/06/2020 17:26:42,1593192396330,-4,26/06/2020 13:26:36,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,17,13,2,RSVP,Zone1,reading,300,null,, ,14,0,1,0,,,false,3,3,Acceptability Judgment,Chris| |stole| |his| |sister's| |doll| |at| |the| |breakfast| |table.,C.PS.G.118,
284,1593192402347,26/06/2020 17:26:42,1593192396630,-4,26/06/2020 13:26:36,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,17,13,2,RSVP,Zone1,reading,300,null,,breakfast,15,0,1,0,,,false,3,3,Acceptability Judgment,Chris| |stole| |his| |sister's| |doll| |at| |the| |breakfast| |table.,C.PS.G.118,
285,1593192402643,26/06/2020 17:26:42,1593192396930,-4,26/06/2020 13:26:36,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,17,13,2,RSVP,Zone1,reading,300,null,, ,16,0,1,0,,,false,3,3,Acceptability Judgment,Chris| |stole| |his| |sister's| |doll| |at| |the| |breakfast| |table.,C.PS.G.118,
286,1593192402941,26/06/2020 17:26:42,1593192397232,-4,26/06/2020 13:26:37,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,17,13,2,RSVP,Zone1,reading,301,null,,table.,17,0,1,0,,,false,3,3,Acceptability Judgment,Chris| |stole| |his| |sister's| |doll| |at| |the| |breakfast| |table.,C.PS.G.118,
287,1593192403081,26/06/2020 17:26:43,1593192397233,-4,26/06/2020 13:26:37,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,17,13,2,RSVP,Zone1,reading,5105,null,,Content End,,0,1,0,,,true,3,3,Acceptability Judgment,Chris| |stole| |his| |sister's| |doll| |at| |the| |breakfast| |table.,C.PS.G.118,
288,1593192403690,26/06/2020 17:26:43,1593192397981,-4,26/06/2020 13:26:37,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,17,13,3,Pause,Zone1,fixation,749,null,,null,,0,1,0,,,false,3,3,Acceptability Judgment,Chris| |stole| |his| |sister's| |doll| |at| |the| |breakfast| |table.,C.PS.G.118,
289,1593192404066,26/06/2020 17:26:44,1593192398358,-4,26/06/2020 13:26:38,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,17,13,4,Explicit Judgment,Zone1,response_keyboard_single,371,null,,4,1,0,1,0,,,false,3,3,Acceptability Judgment,Chris| |stole| |his| |sister's| |doll| |at| |the| |breakfast| |table.,C.PS.G.118,
290,1593192404559,26/06/2020 17:26:44,1593192398847,-4,26/06/2020 13:26:38,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,14,14,1,Fixation,fixation,fixation,500,null,,null,,0,1,0,,,false,3,3,Acceptability Judgment,The| |shelter| |worker| |suggested| |that| |the| |puppy| |needs| |petting| |at| |the| |veterinary| |office.,T.N.G.119,
291,1593192404856,26/06/2020 17:26:44,1593192399147,-4,26/06/2020 13:26:39,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,14,14,2,RSVP,Zone1,reading,300,null,,The,1,0,1,0,,,false,3,3,Acceptability Judgment,The| |shelter| |worker| |suggested| |that| |the| |puppy| |needs| |petting| |at| |the| |veterinary| |office.,T.N.G.119,
292,1593192405152,26/06/2020 17:26:45,1593192399447,-4,26/06/2020 13:26:39,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,14,14,2,RSVP,Zone1,reading,300,null,, ,2,0,1,0,,,false,3,3,Acceptability Judgment,The| |shelter| |worker| |suggested| |that| |the| |puppy| |needs| |petting| |at| |the| |veterinary| |office.,T.N.G.119,
293,1593192405456,26/06/2020 17:26:45,1593192399747,-4,26/06/2020 13:26:39,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,14,14,2,RSVP,Zone1,reading,300,null,,shelter,3,0,1,0,,,false,3,3,Acceptability Judgment,The| |shelter| |worker| |suggested| |that| |the| |puppy| |needs| |petting| |at| |the| |veterinary| |office.,T.N.G.119,
294,1593192405752,26/06/2020 17:26:45,1593192400047,-4,26/06/2020 13:26:40,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,14,14,2,RSVP,Zone1,reading,300,null,, ,4,0,1,0,,,false,3,3,Acceptability Judgment,The| |shelter| |worker| |suggested| |that| |the| |puppy| |needs| |petting| |at| |the| |veterinary| |office.,T.N.G.119,
295,1593192406065,26/06/2020 17:26:46,1593192400351,-4,26/06/2020 13:26:40,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,14,14,2,RSVP,Zone1,reading,304,null,,worker,5,0,1,0,,,false,3,3,Acceptability Judgment,The| |shelter| |worker| |suggested| |that| |the| |puppy| |needs| |petting| |at| |the| |veterinary| |office.,T.N.G.119,
296,1593192406362,26/06/2020 17:26:46,1593192400651,-4,26/06/2020 13:26:40,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,14,14,2,RSVP,Zone1,reading,300,null,, ,6,0,1,0,,,false,3,3,Acceptability Judgment,The| |shelter| |worker| |suggested| |that| |the| |puppy| |needs| |petting| |at| |the| |veterinary| |office.,T.N.G.119,
297,1593192406659,26/06/2020 17:26:46,1593192400951,-4,26/06/2020 13:26:40,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,14,14,2,RSVP,Zone1,reading,300,null,,suggested,7,0,1,0,,,false,3,3,Acceptability Judgment,The| |shelter| |worker| |suggested| |that| |the| |puppy| |needs| |petting| |at| |the| |veterinary| |office.,T.N.G.119,
298,1593192406955,26/06/2020 17:26:46,1593192401251,-4,26/06/2020 13:26:41,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,14,14,2,RSVP,Zone1,reading,300,null,, ,8,0,1,0,,,false,3,3,Acceptability Judgment,The| |shelter| |worker| |suggested| |that| |the| |puppy| |needs| |petting| |at| |the| |veterinary| |office.,T.N.G.119,
299,1593192407269,26/06/2020 17:26:47,1593192401550,-4,26/06/2020 13:26:41,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,14,14,2,RSVP,Zone1,reading,299,null,,that,9,0,1,0,,,false,3,3,Acceptability Judgment,The| |shelter| |worker| |suggested| |that| |the| |puppy| |needs| |petting| |at| |the| |veterinary| |office.,T.N.G.119,
300,1593192407565,26/06/2020 17:26:47,1593192401851,-4,26/06/2020 13:26:41,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,14,14,2,RSVP,Zone1,reading,301,null,, ,10,0,1,0,,,false,3,3,Acceptability Judgment,The| |shelter| |worker| |suggested| |that| |the| |puppy| |needs| |petting| |at| |the| |veterinary| |office.,T.N.G.119,
301,1593192407862,26/06/2020 17:26:47,1593192402151,-4,26/06/2020 13:26:42,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,14,14,2,RSVP,Zone1,reading,300,null,,the,11,0,1,0,,,false,3,3,Acceptability Judgment,The| |shelter| |worker| |suggested| |that| |the| |puppy| |needs| |petting| |at| |the| |veterinary| |office.,T.N.G.119,
302,1593192408159,26/06/2020 17:26:48,1593192402451,-4,26/06/2020 13:26:42,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,14,14,2,RSVP,Zone1,reading,300,null,, ,12,0,1,0,,,false,3,3,Acceptability Judgment,The| |shelter| |worker| |suggested| |that| |the| |puppy| |needs| |petting| |at| |the| |veterinary| |office.,T.N.G.119,
303,1593192408456,26/06/2020 17:26:48,1593192402751,-4,26/06/2020 13:26:42,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,14,14,2,RSVP,Zone1,reading,300,null,,puppy,13,0,1,0,,,false,3,3,Acceptability Judgment,The| |shelter| |worker| |suggested| |that| |the| |puppy| |needs| |petting| |at| |the| |veterinary| |office.,T.N.G.119,
304,1593192408769,26/06/2020 17:26:48,1593192403051,-4,26/06/2020 13:26:43,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,14,14,2,RSVP,Zone1,reading,300,null,, ,14,0,1,0,,,false,3,3,Acceptability Judgment,The| |shelter| |worker| |suggested| |that| |the| |puppy| |needs| |petting| |at| |the| |veterinary| |office.,T.N.G.119,
305,1593192409066,26/06/2020 17:26:49,1593192403351,-4,26/06/2020 13:26:43,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,14,14,2,RSVP,Zone1,reading,300,null,,needs,15,0,1,0,,,false,3,3,Acceptability Judgment,The| |shelter| |worker| |suggested| |that| |the| |puppy| |needs| |petting| |at| |the| |veterinary| |office.,T.N.G.119,
306,1593192409362,26/06/2020 17:26:49,1593192403651,-4,26/06/2020 13:26:43,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,14,14,2,RSVP,Zone1,reading,300,null,, ,16,0,1,0,,,false,3,3,Acceptability Judgment,The| |shelter| |worker| |suggested| |that| |the| |puppy| |needs| |petting| |at| |the| |veterinary| |office.,T.N.G.119,
307,1593192409675,26/06/2020 17:26:49,1593192403951,-4,26/06/2020 13:26:43,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,14,14,2,RSVP,Zone1,reading,300,null,,petting,17,0,1,0,,,false,3,3,Acceptability Judgment,The| |shelter| |worker| |suggested| |that| |the| |puppy| |needs| |petting| |at| |the| |veterinary| |office.,T.N.G.119,
308,1593192409972,26/06/2020 17:26:49,1593192404250,-4,26/06/2020 13:26:44,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,14,14,2,RSVP,Zone1,reading,300,null,, ,18,0,1,0,,,false,3,3,Acceptability Judgment,The| |shelter| |worker| |suggested| |that| |the| |puppy| |needs| |petting| |at| |the| |veterinary| |office.,T.N.G.119,
309,1593192410252,26/06/2020 17:26:50,1593192404551,-4,26/06/2020 13:26:44,18296,9,task-unoq,,5796908,,1628810,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 12.1.2,1440x900,1246x814,,ReadingAcceptability,16,L3,L3,14,14,2,RSVP,Zone1,reading,300,null,,at,19,0,1,0,,,false,3,3,Acceptability Judgment,The| |shelter| |worker| |suggested| |that| |the| |puppy| |needs| |petting| |at| |the| |veterinary| |office.,T.N.G.119,
