Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-54mp,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,sentence
11,1592933726379,23/06/2020 17:35:26,1592933725465,-4,23/06/2020 13:35:25,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,15,1,2,RSVP,Zone1,reading,300.3949999999995,null,, ,8,0,1,0,,,false,3,3,Acceptability Judgment,My| |mom| |said| |the| |coffee| |needs| |brewed| |before| |she| |wakes| |up.
12,1592933726582,23/06/2020 17:35:26,1592933725765,-4,23/06/2020 13:35:25,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,15,1,2,RSVP,Zone1,reading,300.35100000000057,null,,coffee,9,0,1,0,,,false,3,3,Acceptability Judgment,My| |mom| |said| |the| |coffee| |needs| |brewed| |before| |she| |wakes| |up.
13,1592933726882,23/06/2020 17:35:26,1592933726065,-4,23/06/2020 13:35:26,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,15,1,2,RSVP,Zone1,reading,300.34199999999964,null,, ,10,0,1,0,,,false,3,3,Acceptability Judgment,My| |mom| |said| |the| |coffee| |needs| |brewed| |before| |she| |wakes| |up.
14,1592933727179,23/06/2020 17:35:27,1592933726366,-4,23/06/2020 13:35:26,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,15,1,2,RSVP,Zone1,reading,300.3239999999996,null,,needs,11,0,1,0,,,false,3,3,Acceptability Judgment,My| |mom| |said| |the| |coffee| |needs| |brewed| |before| |she| |wakes| |up.
15,1592933727496,23/06/2020 17:35:27,1592933726666,-4,23/06/2020 13:35:26,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,15,1,2,RSVP,Zone1,reading,300.03900000000067,null,, ,12,0,1,0,,,false,3,3,Acceptability Judgment,My| |mom| |said| |the| |coffee| |needs| |brewed| |before| |she| |wakes| |up.
16,1592933727778,23/06/2020 17:35:27,1592933726966,-4,23/06/2020 13:35:26,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,15,1,2,RSVP,Zone1,reading,300.41799999999967,null,,brewed,13,0,1,0,,,false,3,3,Acceptability Judgment,My| |mom| |said| |the| |coffee| |needs| |brewed| |before| |she| |wakes| |up.
17,1592933728059,23/06/2020 17:35:28,1592933727266,-4,23/06/2020 13:35:27,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,15,1,2,RSVP,Zone1,reading,300.45800000000054,null,, ,14,0,1,0,,,false,3,3,Acceptability Judgment,My| |mom| |said| |the| |coffee| |needs| |brewed| |before| |she| |wakes| |up.
18,1592933728390,23/06/2020 17:35:28,1592933727567,-4,23/06/2020 13:35:27,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,15,1,2,RSVP,Zone1,reading,300.36099999999897,null,,before,15,0,1,0,,,false,3,3,Acceptability Judgment,My| |mom| |said| |the| |coffee| |needs| |brewed| |before| |she| |wakes| |up.
19,1592933728684,23/06/2020 17:35:28,1592933727867,-4,23/06/2020 13:35:27,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,15,1,2,RSVP,Zone1,reading,300.34400000000096,null,, ,16,0,1,0,,,false,3,3,Acceptability Judgment,My| |mom| |said| |the| |coffee| |needs| |brewed| |before| |she| |wakes| |up.
20,1592933728980,23/06/2020 17:35:28,1592933728168,-4,23/06/2020 13:35:28,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,15,1,2,RSVP,Zone1,reading,300.3770000000004,null,,she,17,0,1,0,,,false,3,3,Acceptability Judgment,My| |mom| |said| |the| |coffee| |needs| |brewed| |before| |she| |wakes| |up.
21,1592933729280,23/06/2020 17:35:29,1592933728468,-4,23/06/2020 13:35:28,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,15,1,2,RSVP,Zone1,reading,300.3269999999993,null,, ,18,0,1,0,,,false,3,3,Acceptability Judgment,My| |mom| |said| |the| |coffee| |needs| |brewed| |before| |she| |wakes| |up.
22,1592933729578,23/06/2020 17:35:29,1592933728768,-4,23/06/2020 13:35:28,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,15,1,2,RSVP,Zone1,reading,300.3109999999997,null,,wakes,19,0,1,0,,,false,3,3,Acceptability Judgment,My| |mom| |said| |the| |coffee| |needs| |brewed| |before| |she| |wakes| |up.
23,1592933730012,23/06/2020 17:35:30,1592933729071,-4,23/06/2020 13:35:29,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,15,1,2,RSVP,Zone1,reading,300.15099999999984,null,, ,20,0,1,0,,,false,3,3,Acceptability Judgment,My| |mom| |said| |the| |coffee| |needs| |brewed| |before| |she| |wakes| |up.
24,1592933730171,23/06/2020 17:35:30,1592933729368,-4,23/06/2020 13:35:29,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,15,1,2,RSVP,Zone1,reading,300.4529999999995,null,,up.,21,0,1,0,,,false,3,3,Acceptability Judgment,My| |mom| |said| |the| |coffee| |needs| |brewed| |before| |she| |wakes| |up.
25,1592933730328,23/06/2020 17:35:30,1592933729371,-4,23/06/2020 13:35:29,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,15,1,2,RSVP,Zone1,reading,6307.0509999999995,null,,Content End,,0,1,0,,,true,3,3,Acceptability Judgment,My| |mom| |said| |the| |coffee| |needs| |brewed| |before| |she| |wakes| |up.
26,1592933730919,23/06/2020 17:35:30,1592933730120,-4,23/06/2020 13:35:30,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,15,1,3,Pause,Zone1,fixation,750.7540000000008,null,,null,,0,1,0,,,false,3,3,Acceptability Judgment,My| |mom| |said| |the| |coffee| |needs| |brewed| |before| |she| |wakes| |up.
27,1592933731358,23/06/2020 17:35:31,1592933730544,-4,23/06/2020 13:35:30,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,15,1,4,Explicit Judgment,responseA,response_keyboard_single,411.5099999908125,null,,1,1,0,1,0,,,false,3,3,Acceptability Judgment,My| |mom| |said| |the| |coffee| |needs| |brewed| |before| |she| |wakes| |up.
28,1592933731847,23/06/2020 17:35:31,1592933731038,-4,23/06/2020 13:35:31,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,18,2,1,Fixation,fixation,fixation,500.60199999999895,null,,null,,0,1,0,,,false,3,3,Acceptability Judgment,Luke| |packed| |Erica's| |in| |clothes| |his| |suitcase.
29,1592933732144,23/06/2020 17:35:32,1592933731337,-4,23/06/2020 13:35:31,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,18,2,2,RSVP,Zone1,reading,300.3080000000009,null,,Luke,1,0,1,0,,,false,3,3,Acceptability Judgment,Luke| |packed| |Erica's| |in| |clothes| |his| |suitcase.
30,1592933732475,23/06/2020 17:35:32,1592933731638,-4,23/06/2020 13:35:31,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,18,2,2,RSVP,Zone1,reading,300.25,null,, ,2,0,1,0,,,false,3,3,Acceptability Judgment,Luke| |packed| |Erica's| |in| |clothes| |his| |suitcase.
31,1592933732753,23/06/2020 17:35:32,1592933731937,-4,23/06/2020 13:35:31,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,18,2,2,RSVP,Zone1,reading,300.33300000000054,null,,packed,3,0,1,0,,,false,3,3,Acceptability Judgment,Luke| |packed| |Erica's| |in| |clothes| |his| |suitcase.
32,1592933733050,23/06/2020 17:35:33,1592933732238,-4,23/06/2020 13:35:32,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,18,2,2,RSVP,Zone1,reading,300.41200000000026,null,, ,4,0,1,0,,,false,3,3,Acceptability Judgment,Luke| |packed| |Erica's| |in| |clothes| |his| |suitcase.
33,1592933733347,23/06/2020 17:35:33,1592933732539,-4,23/06/2020 13:35:32,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,18,2,2,RSVP,Zone1,reading,300.1869999999999,null,,Erica's,5,0,1,0,,,false,3,3,Acceptability Judgment,Luke| |packed| |Erica's| |in| |clothes| |his| |suitcase.
34,1592933733653,23/06/2020 17:35:33,1592933732838,-4,23/06/2020 13:35:32,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,18,2,2,RSVP,Zone1,reading,300.3899999999994,null,, ,6,0,1,0,,,false,3,3,Acceptability Judgment,Luke| |packed| |Erica's| |in| |clothes| |his| |suitcase.
35,1592933733957,23/06/2020 17:35:33,1592933733140,-4,23/06/2020 13:35:33,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,18,2,2,RSVP,Zone1,reading,300.42399999999907,null,,in,7,0,1,0,,,false,3,3,Acceptability Judgment,Luke| |packed| |Erica's| |in| |clothes| |his| |suitcase.
36,1592933734254,23/06/2020 17:35:34,1592933733441,-4,23/06/2020 13:35:33,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,18,2,2,RSVP,Zone1,reading,300.0970000000016,null,, ,8,0,1,0,,,false,3,3,Acceptability Judgment,Luke| |packed| |Erica's| |in| |clothes| |his| |suitcase.
37,1592933734555,23/06/2020 17:35:34,1592933733740,-4,23/06/2020 13:35:33,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,18,2,2,RSVP,Zone1,reading,300.5679999999993,null,,clothes,9,0,1,0,,,false,3,3,Acceptability Judgment,Luke| |packed| |Erica's| |in| |clothes| |his| |suitcase.
38,1592933734836,23/06/2020 17:35:34,1592933734040,-4,23/06/2020 13:35:34,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,18,2,2,RSVP,Zone1,reading,300.1700000000001,null,, ,10,0,1,0,,,false,3,3,Acceptability Judgment,Luke| |packed| |Erica's| |in| |clothes| |his| |suitcase.
39,1592933735149,23/06/2020 17:35:35,1592933734344,-4,23/06/2020 13:35:34,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,18,2,2,RSVP,Zone1,reading,300.42399999999907,null,,his,11,0,1,0,,,false,3,3,Acceptability Judgment,Luke| |packed| |Erica's| |in| |clothes| |his| |suitcase.
40,1592933735446,23/06/2020 17:35:35,1592933734641,-4,23/06/2020 13:35:34,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,18,2,2,RSVP,Zone1,reading,300.2940000000017,null,, ,12,0,1,0,,,false,3,3,Acceptability Judgment,Luke| |packed| |Erica's| |in| |clothes| |his| |suitcase.
41,1592933735759,23/06/2020 17:35:35,1592933734942,-4,23/06/2020 13:35:34,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,18,2,2,RSVP,Zone1,reading,300.4419999999991,null,,suitcase.,13,0,1,0,,,false,3,3,Acceptability Judgment,Luke| |packed| |Erica's| |in| |clothes| |his| |suitcase.
42,1592933735903,23/06/2020 17:35:35,1592933734945,-4,23/06/2020 13:35:34,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,18,2,2,RSVP,Zone1,reading,3904.299000000001,null,,Content End,,0,1,0,,,true,3,3,Acceptability Judgment,Luke| |packed| |Erica's| |in| |clothes| |his| |suitcase.
43,1592933736497,23/06/2020 17:35:36,1592933735693,-4,23/06/2020 13:35:35,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,18,2,3,Pause,Zone1,fixation,750.6620000000003,null,,null,,0,1,0,,,false,3,3,Acceptability Judgment,Luke| |packed| |Erica's| |in| |clothes| |his| |suitcase.
44,1592933736981,23/06/2020 17:35:36,1592933736177,-4,23/06/2020 13:35:36,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,18,2,4,Explicit Judgment,responseA,response_keyboard_single,472.0149999920977,null,,1,1,0,1,0,,,false,3,3,Acceptability Judgment,Luke| |packed| |Erica's| |in| |clothes| |his| |suitcase.
45,1592933737465,23/06/2020 17:35:37,1592933736660,-4,23/06/2020 13:35:36,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,14,3,1,Fixation,fixation,fixation,500.27200000000084,null,,null,,0,1,0,,,false,3,3,Acceptability Judgment,The| |shelter| |worker| |suggested| |that| |the| |puppy| |needs| |petting| |at| |the| |veterinary| |office.
46,1592933737762,23/06/2020 17:35:37,1592933736960,-4,23/06/2020 13:35:36,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,14,3,2,RSVP,Zone1,reading,300.64500000000044,null,,The,1,0,1,0,,,false,3,3,Acceptability Judgment,The| |shelter| |worker| |suggested| |that| |the| |puppy| |needs| |petting| |at| |the| |veterinary| |office.
47,1592933738075,23/06/2020 17:35:38,1592933737261,-4,23/06/2020 13:35:37,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,14,3,2,RSVP,Zone1,reading,300.3110000000015,null,, ,2,0,1,0,,,false,3,3,Acceptability Judgment,The| |shelter| |worker| |suggested| |that| |the| |puppy| |needs| |petting| |at| |the| |veterinary| |office.
48,1592933738372,23/06/2020 17:35:38,1592933737561,-4,23/06/2020 13:35:37,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,14,3,2,RSVP,Zone1,reading,300.33599999999933,null,,shelter,3,0,1,0,,,false,3,3,Acceptability Judgment,The| |shelter| |worker| |suggested| |that| |the| |puppy| |needs| |petting| |at| |the| |veterinary| |office.
49,1592933738669,23/06/2020 17:35:38,1592933737861,-4,23/06/2020 13:35:37,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,14,3,2,RSVP,Zone1,reading,300.275999999998,null,, ,4,0,1,0,,,false,3,3,Acceptability Judgment,The| |shelter| |worker| |suggested| |that| |the| |puppy| |needs| |petting| |at| |the| |veterinary| |office.
50,1592933738974,23/06/2020 17:35:38,1592933738162,-4,23/06/2020 13:35:38,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,14,3,2,RSVP,Zone1,reading,300.0980000000018,null,,worker,5,0,1,0,,,false,3,3,Acceptability Judgment,The| |shelter| |worker| |suggested| |that| |the| |puppy| |needs| |petting| |at| |the| |veterinary| |office.
51,1592933739271,23/06/2020 17:35:39,1592933738462,-4,23/06/2020 13:35:38,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,14,3,2,RSVP,Zone1,reading,300.61499999999796,null,, ,6,0,1,0,,,false,3,3,Acceptability Judgment,The| |shelter| |worker| |suggested| |that| |the| |puppy| |needs| |petting| |at| |the| |veterinary| |office.
52,1592933739568,23/06/2020 17:35:39,1592933738762,-4,23/06/2020 13:35:38,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,14,3,2,RSVP,Zone1,reading,300.0410000000011,null,,suggested,7,0,1,0,,,false,3,3,Acceptability Judgment,The| |shelter| |worker| |suggested| |that| |the| |puppy| |needs| |petting| |at| |the| |veterinary| |office.
53,1592933739865,23/06/2020 17:35:39,1592933739063,-4,23/06/2020 13:35:39,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,14,3,2,RSVP,Zone1,reading,300.6270000000004,null,, ,8,0,1,0,,,false,3,3,Acceptability Judgment,The| |shelter| |worker| |suggested| |that| |the| |puppy| |needs| |petting| |at| |the| |veterinary| |office.
54,1592933740177,23/06/2020 17:35:40,1592933739363,-4,23/06/2020 13:35:39,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,14,3,2,RSVP,Zone1,reading,300.33699999999953,null,,that,9,0,1,0,,,false,3,3,Acceptability Judgment,The| |shelter| |worker| |suggested| |that| |the| |puppy| |needs| |petting| |at| |the| |veterinary| |office.
55,1592933740474,23/06/2020 17:35:40,1592933739663,-4,23/06/2020 13:35:39,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,14,3,2,RSVP,Zone1,reading,300.3250000000007,null,, ,10,0,1,0,,,false,3,3,Acceptability Judgment,The| |shelter| |worker| |suggested| |that| |the| |puppy| |needs| |petting| |at| |the| |veterinary| |office.
56,1592933740777,23/06/2020 17:35:40,1592933739964,-4,23/06/2020 13:35:39,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,14,3,2,RSVP,Zone1,reading,300.24199999999837,null,,the,11,0,1,0,,,false,3,3,Acceptability Judgment,The| |shelter| |worker| |suggested| |that| |the| |puppy| |needs| |petting| |at| |the| |veterinary| |office.
57,1592933741074,23/06/2020 17:35:41,1592933740264,-4,23/06/2020 13:35:40,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,14,3,2,RSVP,Zone1,reading,300.15899999999965,null,, ,12,0,1,0,,,false,3,3,Acceptability Judgment,The| |shelter| |worker| |suggested| |that| |the| |puppy| |needs| |petting| |at| |the| |veterinary| |office.
58,1592933741387,23/06/2020 17:35:41,1592933740564,-4,23/06/2020 13:35:40,18296,8,task-unoq,,5752082,,1610641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,ReadingAcceptability,15,L3,L3,14,3,2,RSVP,Zone1,reading,300.58500000000276,null,,puppy,13,0,1,0,,,false,3,3,Acceptability Judgment,The| |shelter| |worker| |suggested| |that| |the| |puppy| |needs| |petting| |at| |the| |veterinary| |office.
